rms,distance,atom_a,atom_b
0.1165648231696239,7.07446014616612,7,57
0.1165648231696239,7.074460146166149,7,58
0.15533148789184714,3.287144580965229,7,59
0.15533148789184711,3.287144580965208,7,60
0.11656482316962406,7.07446014616613,7,61
0.03526103144545496,10.436090582923221,7,62
0.11656482316962406,7.074460146166149,7,63
0.03417495339290637,5.5160359795718374,7,64
0.008045067189874246,9.647821897259965,7,65
0.046686235128299704,7.337424650224688,7,66
0.046686235128299704,7.337424650224688,7,67
0.008045067189874246,9.647821897259963,7,68
0.020964590792195783,10.616110436172507,7,69
0.04668623512829958,7.337424650224688,7,70
0.022523708854067678,5.849484341885438,7,71
0.04668623512829958,7.337424650224688,7,72
0.14384828252428492,9.647821897259965,7,73
0.14384828252428492,9.647821897259965,7,74
0.046686235128299745,7.337424650224689,7,75
0.046686235128299745,7.337424650224689,7,76
0.020964590792195793,10.616110436172507,7,77
0.1438482825242848,9.647821897259965,7,78
0.020964590792195793,10.616110436172507,7,79
0.008045067189873996,9.647821897259963,7,80
0.03409733288189999,7.672287813637203,8,1
0.03409733288189999,7.672287813637204,8,2
0.393271712582977,4.429597434503725,8,3
0.393271712582977,4.429597434503724,8,4
0.393271712582977,4.429597434503725,8,5
0.0689860062667635,8.85919486900745,8,6
0.393271712582977,4.429597434503725,8,7
2.4083955725465436,0.0,8,8
0.3932717125829769,4.429597434503726,8,9
0.034097371609212786,7.672287813637206,8,10
0.034097371609212786,7.672287813637204,8,11
0.3932717125829768,4.429597434503725,8,12
0.03409733288190012,7.672287813637203,8,13
0.06898600626676371,8.85919486900745,8,14
0.03409737160921305,7.672287813637205,8,15
0.06898600626676371,8.859194869007448,8,16
0.01795188026516935,11.032071959143627,8,17
0.031362747931658566,7.927333184396756,8,18
0.29967729129852244,6.574289161930418,8,19
0.031362747931658566,7.927333184396722,8,20
0.03136274793165842,7.927333184396718,8,21
0.03136274793165842,7.927333184396772,8,22
0.2180597577799201,4.857977413792086,8,23
0.2180597577799201,4.8579774137920575,8,24
0.2996772912985225,6.574289161930416,8,25
0.12833427487294116,10.103725960256513,8,26
0.29967729129852233,6.574289161930459,8,27
0.21805975777991995,4.857977413792086,8,28
0.031362747931658504,7.927333184396756,8,29
0.12833427487294122,10.103725960256527,8,30
0.12833427487294122,10.103725960256513,8,31
0.031362747931658504,7.927333184396773,8,32
0.016792921703121286,10.373169991029329,8,33
0.059736637372322696,6.981307568608211,8,34
0.0244259061011115,5.396046880424969,8,35
0.05973663737232274,6.981307568608172,8,36
0.059736637372322786,6.98130756860817,8,37
0.059736637372322786,6.981307568608229,8,38
0.8296582171650062,3.081556182188202,8,39
0.8296582171650062,3.0815561821881574,8,40
0.02442590610111139,5.396046880424968,8,41
0.0069779435346577125,9.37983593838558,8,42
0.02442590610111139,5.396046880425018,8,43
0.8296582171650061,3.081556182188202,8,44
0.059736637372322904,6.9813075686082104,8,45
0.006977943534657752,9.379835938385595,8,46
0.006977943534657752,9.37983593838558,8,47
0.059736637372322904,6.981307568608231,8,48
0.019248025963597537,9.449373165624088,8,49
0.019248025963597537,9.44937316562411,8,50
0.11656482316962409,7.07446014616613,8,51
0.11656482316962409,7.07446014616612,8,52
0.03417495339290625,5.5160359795718135,8,53
0.01924802596359755,9.449373165624088,8,54
0.03417495339290625,5.516035979571838,8,55
0.15533148789184717,3.287144580965208,8,56
0.15533148789184711,3.287144580965208,8,57
0.1165648231696239,7.07446014616612,8,58
0.1165648231696239,7.074460146166149,8,59
0.15533148789184714,3.287144580965229,8,60
0.03417495339290637,5.5160359795718374,8,61
0.11656482316962406,7.074460146166131,8,62
0.03526103144545496,10.436090582923221,8,63
0.11656482316962406,7.074460146166149,8,64
0.008045067189874246,9.647821897259963,8,65
0.008045067189874246,9.647821897259965,8,66
0.046686235128299704,7.337424650224689,8,67
0.046686235128299704,7.337424650224688,8,68
0.04668623512829958,7.337424650224688,8,69
0.020964590792195783,10.616110436172507,8,70
0.04668623512829958,7.337424650224688,8,71
0.022523708854067678,5.849484341885438,8,72
0.046686235128299745,7.337424650224689,8,73
0.14384828252428492,9.647821897259966,8,74
0.14384828252428492,9.647821897259965,8,75
0.046686235128299745,7.337424650224688,8,76
0.008045067189873996,9.647821897259963,8,77
0.020964590792195793,10.616110436172509,8,78
0.1438482825242848,9.647821897259965,8,79
0.020964590792195793,10.616110436172507,8,80
0.06898600626676371,8.85919486900745,9,1
0.03409733288190012,7.672287813637205,9,2
0.06898600626676371,8.85919486900745,9,3
0.03409737160921305,7.672287813637205,9,4
0.393271712582977,4.429597434503725,9,5
0.03409733288189999,7.672287813637204,9,6
0.03409733288189999,7.672287813637204,9,7
0.393271712582977,4.429597434503725,9,8
2.4083955725465436,0.0,9,9
0.393271712582977,4.429597434503725,9,10
0.0689860062667635,8.85919486900745,9,11
0.393271712582977,4.429597434503724,9,12
0.3932717125829768,4.429597434503724,9,13
0.3932717125829769,4.429597434503724,9,14
0.034097371609212786,7.672287813637203,9,15
0.034097371609212786,7.672287813637203,9,16
0.031362747931658504,7.927333184396771,9,17
0.031362747931658504,7.927333184396755,9,18
0.12833427487294122,10.103725960256527,9,19
0.12833427487294122,10.103725960256513,9,20
0.031362747931658566,7.927333184396722,9,21
0.01795188026516935,11.032071959143629,9,22
