quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
16368,0.208539,300.0,-7.98986,1.785e+18,-3236880000.0,-0.078362,-3236880000.0,1.785e+18,0.0447735,-0.078362,0.0447735,213767000000000.0,0.000213334,-1.36179e-20,4.75316e-20,-8.87367e-21,0.000213334,-5.01137e-21,1.5585800000000001e-24,-1.89294e-23,0.000119173,8421230000000.0,-15270.9,-1.19583e-07,-15270.9,8421230000000.0,2.93755e-08,-1.19583e-07,3.71359e-06,534415000.0,718.4069684988071,1.3027435003890302e-06,2.6335125069433144e-13,1.3027435003890302e-06,718.4069684988071,1.5047034529181658e-13,2.6335125069433144e-13,1.5047034529181658e-13,5998851.266895128
16369,0.208539,400.0,-7.98579,2.4379e+18,-4420830000.0,-0.0652646,-4420830000.0,2.4379e+18,0.0518393,-0.0652646,0.0518393,209971000000000.0,0.00020986,-1.9137e-20,4.89267e-20,3.47619e-20,0.00020986,-1.3739e-20,1.6381700000000001e-24,-5.3606e-24,0.000113644,15123200000000.0,-27424.1,-7.47885e-08,-27424.1,15123200000000.0,-5.87256e-11,-7.47885e-08,1.96317e-06,690515000.0,525.7406833615707,9.533656775197232e-07,1.6341425889240786e-13,9.533656775197232e-07,525.7406833615707,1.2979901483902277e-13,1.6341425889240783e-13,1.2979901483902277e-13,6104191.588205864
16370,0.208539,500.0,-7.98152,3.07872e+18,-5582890000.0,-0.0516129,-5582890000.0,3.07872e+18,0.0533647,-0.0516129,0.0533647,205085000000000.0,0.000207207,5.68485e-20,4.8982399999999995e-20,2.38263e-20,0.000207207,-2.0861699999999997e-20,1.66295e-24,-2.0281300000000002e-24,0.00011177,23626800000000.0,-42844.4,-9.25212e-08,-42844.4,23626800000000.0,-2.88609e-08,-9.25212e-08,1.09691e-06,1046070000.0,416.08781752376547,7.545254247139249e-07,1.047151126450366e-13,7.545254247139249e-07,416.08781752376547,1.0826926160795396e-13,1.0471511264503662e-13,1.0826926160795396e-13,6246277.814402647
16371,0.208539,600.0,-7.97704,3.70554e+18,-6719540000.0,-0.0388293,-6719540000.0,3.70554e+18,0.0516506,-0.0388293,0.0516506,202447000000000.0,0.000205086,1.94386e-20,4.5792199999999994e-20,1.1907099999999999e-20,0.000205086,-2.5749199999999997e-20,1.6130900000000002e-24,-1.2619400000000001e-24,0.000120275,33994600000000.0,-61645.1,-2.59855e-07,-61645.1,33994600000000.0,4.04452e-09,-2.59855e-07,7.54422e-07,2360890000.0,345.5093871849425,6.265386819639536e-07,6.626864125158282e-14,6.265386819639536e-07,345.5093871849425,8.815031652435713e-14,6.626864125158282e-14,8.815031652435715e-14,6324118.680885821
16372,0.208539,700.0,-7.97231,4.31879e+18,-7831610000.0,-0.0280769,-7831610000.0,4.31879e+18,0.048296,-0.0280769,0.048296,207844000000000.0,0.000203311,-2.0379699999999998e-20,3.8648399999999995e-20,-1.4096199999999998e-20,0.000203311,-2.7448099999999996e-20,1.53166e-24,-1.3906500000000001e-24,0.00015281,46419800000000.0,-84176.7,-6.33157e-07,-84176.7,46419800000000.0,1.99797e-07,-6.33157e-07,8.8284e-07,6104720000.0,296.2727289623495,5.372552189082651e-07,4.00224194966211e-14,5.372552189082651e-07,296.2727289623495,6.884388148265609e-14,4.0022419496621094e-14,6.884388148265609e-14,6156250.356591029
16373,0.208855,100.0,-7.99831,3.12204e+17,-566143000.0,-0.0589794,-566143000.0,3.12204e+17,-0.00403697,-0.0589794,-0.00403697,140755000000000.0,0.000269928,-4.6881e-20,2.6744599999999996e-20,-9.27063e-21,0.000269928,1.8734699999999997e-20,-5.56183e-24,-1.864e-21,0.000176661,475943000000.0,-863.064,-1.04485e-08,-863.065,475943000000.0,-4.77991e-11,-1.04484e-08,2.609e-05,120007000.0,4111.775143023277,7.456191191645935e-06,1.7229230286705805e-12,7.456191191645935e-06,4111.775143023277,1.1792912037861793e-13,1.7229230286705805e-12,1.1792912037861793e-13,9120192.154825332
16374,0.208855,200.0,-7.99486,9.27229e+17,-1681420000.0,-0.0783284,-1681420000.0,9.27229e+17,0.0225955,-0.0783284,0.0225955,184420000000000.0,0.000235422,3.14612e-20,4.5519899999999994e-20,-1.2496699999999998e-20,0.000235422,5.9522299999999994e-21,1.28557e-24,-1.28793e-22,0.000143466,2907640000000.0,-5272.65,-8.5912e-08,-5272.65,2907640000000.0,2.04956e-08,-8.5912e-08,9.31053e-06,314886000.0,1383.864103366686,2.5094736906231506e-06,5.877662996282634e-13,2.5094736906231506e-06,1383.864103366686,1.695537422788141e-13,5.877662996282634e-13,1.695537422788141e-13,6957807.877131486
16375,0.208855,300.0,-7.99108,1.5733e+18,-2852990000.0,-0.0726184,-2852990000.0,1.5733e+18,0.0392644,-0.0726184,0.0392644,195502000000000.0,0.00022414,3.28505e-20,4.73768e-20,7.82187e-21,0.00022414,-4.1582e-21,1.5432e-24,-2.37235e-23,0.000130027,7361350000000.0,-13348.9,-1.05551e-07,-13348.9,7361350000000.0,2.42819e-08,-1.05551e-07,4.29624e-06,473785000.0,815.1987836479655,1.478264779609616e-06,3.0280217743254913e-13,1.478264779609616e-06,815.1987836479655,1.6372359880368458e-13,3.0280217743254913e-13,1.6372359880368458e-13,6560302.433291445
16376,0.208855,400.0,-7.98708,2.22043e+18,-4026490000.0,-0.062305,-4026490000.0,2.22043e+18,0.0475104,-0.062305,0.0475104,196944000000000.0,0.000217881,4.6950599999999995e-20,4.8804e-20,2.5972e-20,0.000217881,-1.2941399999999998e-20,1.6322200000000002e-24,-6.5047300000000006e-24,0.000121783,13686900000000.0,-24819.5,-7.01457e-08,-24819.5,13686900000000.0,-1.44402e-09,-7.01457e-08,2.23494e-06,630960000.0,577.325227261913,1.0469117487684011e-06,1.826420111037366e-13,1.0469117487684011e-06,577.325227261913,1.3927285122713342e-13,1.8264201110373664e-13,1.3927285122713342e-13,6509008.928269812
16377,0.208855,500.0,-7.98287,2.85898e+18,-5184410000.0,-0.0503134,-5184410000.0,2.85898e+18,0.0501257,-0.0503134,0.0501257,195167000000000.0,0.000213587,9.018939999999999e-21,4.8907799999999997e-20,7.21308e-21,0.000213587,-2.0142099999999998e-20,1.65941e-24,-2.3741900000000003e-24,0.000118166,21826800000000.0,-39580.3,-8.63886e-08,-39580.3,21826800000000.0,-2.87601e-08,-8.63886e-08,1.2385e-06,969248000.0,448.1439386941937,8.126541344135198e-07,1.155300086815988e-13,8.126541344135198e-07,448.1439386941937,1.1509901052389063e-13,1.1553000868159883e-13,1.1509901052389063e-13,6564811.458125227
16378,0.208855,600.0,-7.97844,3.48538e+18,-6320310000.0,-0.0385376,-6320310000.0,3.48538e+18,0.0492973,-0.0385376,0.0492973,194358000000000.0,0.000210377,1.3079299999999998e-20,4.5882899999999997e-20,-1.17108e-21,0.000210377,-2.5156499999999997e-20,1.61585e-24,-1.3830300000000001e-24,0.000125113,31844400000000.0,-57745.9,-2.41037e-07,-57745.9,31844400000000.0,-5.55027e-10,-2.41037e-07,8.31649e-07,2202160000.0,367.39854815536694,6.662322954432078e-07,7.284834303989964e-14,6.662322954432078e-07,367.39854815536694,9.318760443256556e-14,7.284834303989964e-14,9.318760443256557e-14,6588478.744223303
16379,0.208855,700.0,-7.97376,4.09925e+18,-7433480000.0,-0.0283419,-7433480000.0,4.09925e+18,0.0466191,-0.0283419,0.0466191,200482000000000.0,0.000207815,6.33965e-21,3.8968799999999996e-20,-2.10621e-20,0.000207815,-2.7053199999999998e-20,1.5460400000000001e-24,-1.44158e-24,0.000155773,43946800000000.0,-79692.2,-5.9378e-07,-79692.2,43946800000000.0,1.80062e-07,-5.9378e-07,9.21162e-07,5744590000.0,312.1967240824709,5.661299273117195e-07,4.413487648706873e-14,5.661299273117195e-07,312.1967240824709,7.259669338707674e-14,4.413487648706873e-14,7.259669338707675e-14,6383477.924178075
16380,0.209172,100.0,-7.99891,2.00926e+17,-364355000.0,-0.0386598,-364355000.0,2.00926e+17,-0.00388561,-0.0386598,-0.00388561,96609200000000.0,0.000307956,3.7754199999999995e-20,2.4233699999999997e-20,3.23078e-20,0.000307956,1.8899399999999998e-20,-6.4449500000000004e-24,-2.6174999999999998e-21,0.000213901,301859000000.0,-547.385,-5.75997e-09,-547.385,301859000000.0,4.22672e-10,-5.75982e-09,2.75223e-05,78126900.0,6389.461520878659,1.158651569453303e-05,2.556850740404491e-12,1.158651569453303e-05,6389.461520878659,2.5698335177264386e-13,2.5568507404044904e-12,2.569833517726439e-13,13288682.087669348
16381,0.209172,200.0,-7.99581,7.57214e+17,-1373120000.0,-0.0669737,-1373120000.0,7.57214e+17,0.0175486,-0.0669737,0.0175486,157511000000000.0,0.000252794,1.83678e-20,4.46386e-20,7.09434e-20,0.000252794,6.7424699999999995e-21,1.14015e-24,-1.66077e-22,0.000160702,2349770000000.0,-4261.03,-6.70055e-08,-4261.03,2349770000000.0,1.54536e-08,-6.70054e-08,1.06368e-05,258576000.0,1694.7803418681249,3.0732881101326167e-06,7.206208463424226e-13,3.0732881101326167e-06,1694.7803418681249,1.8881869902087786e-13,7.206208463424226e-13,1.8881869902087786e-13,8147439.872690354
16382,0.209172,300.0,-7.99217,1.38103e+18,-2504330000.0,-0.0666761,-2504330000.0,1.38103e+18,0.0342434,-0.0666761,0.0342434,177529000000000.0,0.000235317,-3.1092699999999996e-20,4.7187199999999995e-20,3.85031e-20,0.000235317,-3.3897e-21,1.5247e-24,-2.91816e-23,0.000141258,6412770000000.0,-11628.8,-9.24274e-08,-11628.8,6412770000000.0,2.00005e-08,-9.24274e-08,4.86874e-06,417981000.0,928.8192067646116,1.684300706050426e-06,3.488446521665854e-13,1.684300706050426e-06,928.8192067646116,1.7915905295822488e-13,3.4884465216658546e-13,1.7915905295822488e-13,7225451.555059353
16383,0.209172,400.0,-7.98827,2.01757e+18,-3658620000.0,-0.0591195,-3658620000.0,2.01757e+18,0.0433843,-0.0591195,0.0433843,183957000000000.0,0.000226115,1.4481499999999998e-20,4.8677299999999996e-20,2.99363e-22,0.000226115,-1.2202199999999998e-20,1.6257700000000002e-24,-7.790070000000001e-24,0.000130133,12362200000000.0,-22417.4,-6.52747e-08,-22417.4,12362200000000.0,-2.516e-09,-6.52747e-08,2.51066e-06,574867000.0,635.4680367831409,1.152344686298634e-06,2.0422464244691547e-13,1.152344686298634e-06,635.4680367831409,1.4986837076101904e-13,2.042246424469155e-13,1.4986837076101904e-13,6969570.317914304
16384,0.209172,500.0,-7.98414,2.6508e+18,-4806910000.0,-0.0488017,-4806910000.0,2.6508e+18,0.0469558,-0.0488017,0.0469558,185222000000000.0,0.000220105,4.0567399999999997e-20,4.883029999999999e-20,3.02253e-20,0.000220105,-1.9462599999999997e-20,1.65573e-24,-2.76113e-24,0.00012471,20138400000000.0,-36518.5,-8.04871e-08,-36518.5,20138400000000.0,-2.83797e-08,-8.04871e-08,1.38427e-06,896981000.0,483.41571989218414,8.766168168503616e-07,1.2736882711718998e-13,8.766168168503616e-07,483.41571989218414,1.225511646420675e-13,1.2736882711718998e-13,1.2255116464206748e-13,6918391.931251155
16385,0.209172,600.0,-7.97977,3.27471e+18,-5938290000.0,-0.0380626,-5938290000.0,3.27471e+18,0.0469491,-0.0380626,0.0469491,186242000000000.0,0.000215762,2.7347099999999998e-21,4.5957399999999996e-20,-2.6688799999999998e-20,0.000215762,-2.45871e-20,1.6179500000000001e-24,-1.51869e-24,0.000130091,29805800000000.0,-54049.2,-2.2346e-07,-54049.2,29805800000000.0,-4.36426e-09,-2.2346e-07,9.12076e-07,2053510000.0,391.09936882691625,7.092113411298065e-07,7.992965497908393e-14,7.092113411298065e-07,391.09936882691625,9.859088363525598e-14,7.992965497908393e-14,9.859088363525598e-14,6876735.720681645
16386,0.209172,700.0,-7.97516,3.8877e+18,-7049870000.0,-0.0284594,-7049870000.0,3.8877e+18,0.0449182,-0.0284594,0.0449182,193139000000000.0,0.000212387,2.1769399999999997e-20,3.9259799999999994e-20,1.6306999999999998e-21,0.000212387,-2.6664299999999997e-20,1.5589200000000001e-24,-1.4984300000000002e-24,0.000158908,41586900000000.0,-75412.8,-5.56403e-07,-75412.8,41586900000000.0,1.62157e-07,-5.56403e-07,9.62076e-07,5404510000.0,329.2427703720786,5.970416260418772e-07,4.8514549999270456e-14,5.970416260418772e-07,329.2427703720786,7.657175708238964e-14,4.8514549999270475e-14,7.657175708238964e-14,6627336.3659101995
16387,0.209488,100.0,-7.99931,1.26709e+17,-229771000.0,-0.0246384,-229771000.0,1.26709e+17,-0.00301695,-0.0246384,-0.00301695,63694500000000.0,0.000347723,3.9063e-20,2.2580299999999997e-20,-4.2093299999999994e-20,0.000347723,1.8917899999999997e-20,-7.040810000000001e-24,-3.42404e-21,0.00025314,188544000000.0,-341.901,-3.25934e-09,-341.901,188544000000.0,4.92547e-10,-3.2592e-09,2.61245e-05,49653200.0,10132.454243490856,1.8373944581530413e-05,3.919450826810139e-12,1.8373944581530413e-05,10132.454243490856,4.799332482805317e-13,3.919450826810139e-12,4.799332482805318e-13,20156734.800312158
16388,0.209488,200.0,-7.9966,6.13532e+17,-1112570000.0,-0.0563466,-1112570000.0,6.13532e+17,0.0135223,-0.0563466,0.0135223,132636000000000.0,0.000270872,4.2167799999999994e-20,4.38003e-20,2.97806e-20,0.000270872,7.39734e-21,1.00226e-24,-2.0788e-22,0.000178682,1886790000000.0,-3421.46,-5.19785e-08,-3421.46,1886790000000.0,1.16845e-08,-5.19784e-08,1.16793e-05,210431000.0,2091.8846860413228,3.7933932462349058e-06,8.886772037697201e-13,3.7933932462349058e-06,2091.8846860413228,2.132685852733177e-13,8.886772037697201e-13,2.132685852733177e-13,9676394.00461643
16389,0.209488,300.0,-7.99316,1.20757e+18,-2189780000.0,-0.0606861,-2189780000.0,1.20757e+18,0.0297175,-0.0606861,0.0297175,160104000000000.0,0.00024684,5.521279999999999e-20,4.6973599999999997e-20,5.5841e-20,0.00024684,-2.70194e-21,1.5039900000000002e-24,-3.52788e-23,0.00015284,5568510000000.0,-10097.8,-8.03985e-08,-10097.8,5568510000000.0,1.6435e-08,-8.03985e-08,5.40761e-06,367066000.0,1062.3699513273057,1.9264775309236794e-06,4.026825628715954e-13,1.9264775309236794e-06,1062.3699513273057,1.9719044440900172e-13,4.026825628715954e-13,1.9719044440900167e-13,8012829.673988874
16390,0.209488,400.0,-7.98938,1.82906e+18,-3316770000.0,-0.0557718,-3316770000.0,1.82906e+18,0.0394816,-0.0557718,0.0394816,171127000000000.0,0.000234552,4.55817e-21,4.8547299999999995e-20,3.4452899999999994e-20,0.000234552,-1.1519699999999999e-20,1.6189100000000002e-24,-9.215990000000001e-24,0.000138684,11144500000000.0,-20209.2,-6.03344e-08,-20209.2,11144500000000.0,-3.32471e-09,-6.03344e-08,2.78404e-06,522434000.0,701.0592324675353,1.2712826427079192e-06,2.2848139248126014e-13,1.2712826427079192e-06,701.0592324675353,1.617450204917314e-13,2.2848139248126014e-13,1.617450204917314e-13,7493144.855791721
16391,0.209488,500.0,-7.98533,2.45408e+18,-4450190000.0,-0.0471114,-4450190000.0,2.45408e+18,0.043873,-0.0471114,0.043873,175311000000000.0,0.000226755,1.04671e-21,4.8750599999999994e-20,-8.02774e-21,0.000226755,-1.8822699999999997e-20,1.6519300000000002e-24,-3.18932e-24,0.000131395,18557700000000.0,-33652.2,-7.48194e-08,-33652.2,18557700000000.0,-2.77693e-08,-7.48194e-08,1.53211e-06,829149000.0,522.2443371420628,9.470296513179017e-07,1.403429438157648e-13,9.470296513179017e-07,522.2443371420628,1.306958819401967e-13,1.403429438157648e-13,1.306958819401967e-13,7310604.48513552
16392,0.209488,600.0,-7.98104,3.07349e+18,-5573400000.0,-0.0374233,-5573400000.0,3.07349e+18,0.0446195,-0.0374233,0.0446195,178133000000000.0,0.00022124,-1.1627299999999998e-20,4.60177e-20,-6.0969699999999996e-21,0.00022124,-2.4041399999999997e-20,1.6194100000000001e-24,-1.66904e-24,0.000135197,27876000000000.0,-50549.7,-2.07012e-07,-50549.7,27876000000000.0,-7.48172e-09,-2.07012e-07,9.94769e-07,1913910000.0,416.77078712911583,7.557630917899241e-07,8.755782569342722e-14,7.557630917899241e-07,416.77078712911583,1.0439449236258546e-13,8.755782569342722e-14,1.0439449236258548e-13,7190923.896939176
16393,0.209488,700.0,-7.9765,3.68413e+18,-6680730000.0,-0.0284403,-6680730000.0,3.68413e+18,0.0432031,-0.0284403,0.0432031,185831000000000.0,0.000217026,4.4062699999999997e-20,3.9523299999999996e-20,2.7670299999999996e-20,0.000217026,-2.62826e-20,1.57038e-24,-1.5613e-24,0.000162204,39337500000000.0,-71333.8,-5.20944e-07,-71333.8,39337500000000.0,1.45978e-07,-5.20944e-07,1.00512e-06,5083720000.0,347.4937599044627,6.301384551051513e-07,5.318179826071515e-14,6.301384551051513e-07,347.4937599044627,8.078742319961237e-14,5.318179826071515e-14,8.078742319961237e-14,6889120.683184335
16394,0.209805,100.0,-7.99957,7.87931e+16,-142882000.0,-0.0154149,-142882000.0,7.87931e+16,-0.00210992,-0.0154149,-0.00210992,40790100000000.0,0.000388684,6.818209999999999e-20,2.1524899999999997e-20,9.105129999999999e-21,0.000388684,1.88916e-20,-7.42692e-24,-4.24178e-21,0.000293763,116524000000.0,-211.303,-1.88647e-09,-211.303,116524000000.0,4.05732e-10,-1.88634e-09,2.28483e-05,31032100.0,16294.762792869606,2.9548631763070564e-05,6.157919177402138e-12,2.9548631763070564e-05,16294.762792869606,8.428674204628242e-13,6.157919177402138e-12,8.428674204628242e-13,31476139.411642876
16395,0.209805,200.0,-7.99727,4.93684e+17,-895236000.0,-0.0467449,-895236000.0,4.93684e+17,0.0103671,-0.0467449,0.0103671,110263000000000.0,0.000289568,2.91642e-20,4.3038299999999993e-20,1.6654899999999997e-20,0.000289568,7.93149e-21,8.76696e-25,-2.53311e-22,0.000197307,1506750000000.0,-2732.31,-4.01956e-08,-2732.31,1506750000000.0,8.86534e-09,-4.01956e-08,1.23644e-05,169916000.0,2599.9338217300015,4.714664349726303e-06,1.102216033071015e-12,4.714664349726303e-06,2599.9338217300015,2.444498490234312e-13,1.1022160330710156e-12,2.444498490234312e-13,11640765.522858566
16396,0.209805,300.0,-7.99405,1.05208e+18,-1907820000.0,-0.0547837,-1907820000.0,1.05208e+18,0.0256785,-0.0547837,0.0256785,143445000000000.0,0.000258687,3.7222799999999995e-20,4.67465e-20,1.9125299999999997e-20,0.000258687,-2.09028e-21,1.4819500000000002e-24,-4.19699e-23,0.000164747,4821130000000.0,-8742.55,-6.95407e-08,-8742.54,4821130000000.0,1.3489e-08,-6.95407e-08,5.89093e-06,320992000.0,1219.516505714293,2.2114458785756244e-06,4.657508197379727e-13,2.2114458785756244e-06,1219.516505714293,2.1830913918807407e-13,4.657508197379727e-13,2.1830913918807407e-13,8944396.28660388
16397,0.209805,400.0,-7.9904,1.65453e+18,-3000300000.0,-0.0523234,-3000300000.0,1.65453e+18,0.0358164,-0.0523234,0.0358164,158564000000000.0,0.000243183,3.1300000000000002e-21,4.8415399999999994e-20,2.9835699999999995e-20,0.000243183,-1.0891599999999999e-20,1.6117900000000001e-24,-1.07792e-23,0.000147429,10028600000000.0,-18185.7,-5.54188e-08,-18185.7,10028600000000.0,-3.88314e-09,-5.54188e-08,3.04867e-06,473757000.0,775.1102172114342,1.4055732955579327e-06,2.55773075155131e-13,1.4055732955579327e-06,775.1102172114342,1.7508171785643174e-13,2.55773075155131e-13,1.7508171785643174e-13,8087857.948101929
16398,0.209805,500.0,-7.98646,2.26865e+18,-4113930000.0,-0.0452757,-4113930000.0,2.26865e+18,0.0408925,-0.0452757,0.0408925,165493000000000.0,0.000233532,-3.10903e-20,4.86692e-20,-9.96897e-21,0.000233532,-1.82215e-20,1.6480200000000002e-24,-3.6585600000000004e-24,0.000138213,17081000000000.0,-30974.4,-6.93926e-08,-30974.4,17081000000000.0,-2.69709e-08,-6.93926e-08,1.67977e-06,765609000.0,565.010356651675,1.0245798411125674e-06,1.5457596008747564e-13,1.0245798411125674e-06,565.010356651675,1.3961125825859732e-13,1.545759600874757e-13,1.3961125825859732e-13,7745407.634267447
16399,0.209805,600.0,-7.98225,2.88163e+18,-5225480000.0,-0.036639,-5225480000.0,2.88163e+18,0.0423209,-0.036639,0.0423209,170064000000000.0,0.000226808,-9.32113e-21,4.60649e-20,-3.41923e-20,0.000226808,-2.3519599999999997e-20,1.6203400000000002e-24,-1.83432e-24,0.000140431,26051900000000.0,-47242.0,-1.91657e-07,-47241.9,26051900000000.0,-9.98234e-09,-1.91657e-07,1.07885e-06,1783750000.0,444.58693485859703,8.062034807955571e-07,9.578288569106264e-14,8.062034807955571e-07,444.58693485859703,1.1063669666665908e-13,9.578288569106264e-14,1.1063669666665908e-13,7533252.476106519
16400,0.209805,700.0,-7.97778,3.48851e+18,-6325990000.0,-0.0282955,-6325990000.0,3.48851e+18,0.041483,-0.0282955,0.041483,178576000000000.0,0.000221729,1.8521199999999997e-20,3.9761299999999994e-20,2.2168e-20,0.000221729,-2.5909099999999997e-20,1.58052e-24,-1.63027e-24,0.000165652,37196700000000.0,-67451.7,-4.87326e-07,-67451.7,37196700000000.0,1.31361e-07,-4.87326e-07,1.04973e-06,4781460000.0,367.0385416980213,6.655799021347984e-07,5.815752972967314e-14,6.655799021347984e-07,367.0385416980213,8.526263219260204e-14,5.815752972967314e-14,8.526263219260202e-14,7170155.133382784
16401,0.210122,100.0,-7.99974,4.85458e+16,-88031900.0,-0.00953115,-88031900.0,4.85458e+16,-0.00139245,-0.00953115,-0.00139245,25609800000000.0,0.000430433,3.56122e-21,2.0864299999999997e-20,4.98117e-21,0.000430433,1.8860000000000002e-20,-7.670870000000001e-24,-5.04695e-21,0.000335301,71515000000.0,-129.684,-1.11064e-09,-129.684,71515000000.0,2.90901e-10,-1.11054e-09,1.87882e-05,19180000.0,26448.05851118905,4.796033523087772e-05,9.843123060145018e-12,4.796033523087772e-05,26448.05851118905,1.4380276117354429e-12,9.843123060145018e-12,1.4380276117354429e-12,50134798.35346163
16402,0.210122,200.0,-7.99782,3.94879e+17,-716065000.0,-0.0383185,-716065000.0,3.94879e+17,0.00792722,-0.0383185,0.00792722,90627300000000.0,0.000308792,-2.4317499999999997e-20,4.2368499999999994e-20,5.59039e-20,0.000308792,8.362069999999999e-21,7.65959e-25,-3.01391e-22,0.00021648,1197590000000.0,-2171.68,-3.10377e-08,-2171.69,1197590000000.0,6.75563e-09,-3.10377e-08,1.26661e-05,136284000.0,3250.702120749085,5.894752605466976e-06,1.374442680816871e-12,5.894752605466976e-06,3250.702120749085,2.8434070792980135e-13,1.374442680816871e-12,2.8434070792980135e-13,14163877.8021554
16403,0.210122,300.0,-7.99484,9.13547e+17,-1656610000.0,-0.0490822,-1656610000.0,9.13547e+17,0.022106,-0.0490822,0.022106,127726000000000.0,0.000270832,5.51978e-21,4.65147e-20,2.51331e-20,0.000270832,-1.5494499999999999e-21,1.4594100000000002e-24,-4.91934e-23,0.000176951,4162720000000.0,-7548.59,-5.98714e-08,-7548.6,4162720000000.0,1.10674e-08,-5.98714e-08,6.30035e-06,279612000.0,1404.5864293143848,2.5470522312114243e-06,5.397506536225151e-13,2.5470522312114243e-06,1404.5864293143848,2.430968438799372e-13,5.397506536225151e-13,2.430968438799372e-13,10046159.112012183
16404,0.210122,400.0,-7.99134,1.49355e+18,-2708380000.0,-0.0488318,-2708380000.0,1.49355e+18,0.0323967,-0.0488318,0.0323967,146363000000000.0,0.000251997,-4.6400799999999997e-20,4.8283e-20,2.7459699999999995e-20,0.000251997,-1.0315599999999998e-20,1.6044200000000001e-24,-1.24734e-23,0.000156352,9009180000000.0,-16337.0,-5.06274e-08,-16337.1,9009180000000.0,-4.24234e-09,-5.06273e-08,3.29824e-06,428632000.0,858.7552983092064,1.5572533057712758e-06,2.8651070916505977e-13,1.5572533057712758e-06,858.7552983092064,1.9008108399452315e-13,2.8651070916505977e-13,1.9008108399452312e-13,8763102.531307198
16405,0.210122,500.0,-7.98751,2.09428e+18,-3797730000.0,-0.0433266,-3797730000.0,2.09428e+18,0.0380264,-0.0433266,0.0380264,155823000000000.0,0.000240433,-2.8730199999999995e-20,4.8586799999999995e-20,-8.46729e-21,0.000240433,-1.7658099999999998e-20,1.6440200000000002e-24,-4.168180000000001e-24,0.000145159,15704500000000.0,-28478.1,-6.42179e-08,-28478.1,15704500000000.0,-2.60267e-08,-6.42178e-08,1.82496e-06,706221000.0,612.1336538109367,1.1100322502661577e-06,1.7020382050784797e-13,1.1100322502661577e-06,612.1336538109367,1.4938256306952297e-13,1.7020382050784797e-13,1.4938256306952297e-13,8227150.47523901
16406,0.210122,600.0,-7.9834,2.69901e+18,-4894320000.0,-0.0357287,-4894320000.0,2.69901e+18,0.0400641,-0.0357287,0.0400641,162066000000000.0,0.000232462,-2.8706699999999997e-20,4.6100899999999997e-20,-1.6546e-20,0.000232462,-2.30217e-20,1.6207100000000002e-24,-2.01427e-24,0.000145778,24330600000000.0,-44120.5,-1.77284e-07,-44120.5,24330600000000.0,-1.19526e-08,-1.77284e-07,1.16325e-06,1661650000.0,474.7368930758053,8.608764956479506e-07,1.046594103460768e-13,8.608764956479506e-07,474.7368930758053,1.1735901624721022e-13,1.046594103460768e-13,1.1735901624721022e-13,7906159.353476542
16407,0.210122,700.0,-7.97901,3.30075e+18,-5985510000.0,-0.0280362,-5985510000.0,3.30075e+18,0.0397664,-0.0280362,0.0397664,171390000000000.0,0.000226494,-1.38898e-20,3.9975399999999995e-20,-3.8948299999999995e-20,0.000226494,-2.5544399999999996e-20,1.5894100000000002e-24,-1.7053500000000003e-24,0.000169242,35162100000000.0,-63762.2,-4.55482e-07,-63762.1,35162100000000.0,1.18184e-07,-4.55482e-07,1.09538e-06,4496950000.0,387.9769857219716,7.035492320862586e-07,6.34657817791045e-14,7.035492320862586e-07,387.9769857219716,9.001953430940758e-14,6.346578177910449e-14,9.001953430940758e-14,7471935.559961478
16408,0.210438,100.0,-7.99984,2.9733e+16,-53917200.0,-0.00584983,-53917200.0,2.9733e+16,-0.000888447,-0.00584983,-0.000888447,15872200000000.0,0.000472685,-6.84834e-21,2.04556e-20,2.4015799999999998e-20,0.000472685,1.88338e-20,-7.822260000000001e-24,-5.83056e-21,0.000377425,43688100000.0,-79.2231,-6.60215e-10,-79.2231,43688100000.0,1.93233e-10,-6.60134e-10,1.47559e-05,11770100.0,43182.935077896145,7.830703081363946e-05,1.5915426291018313e-11,7.830703081363946e-05,43182.935077896145,2.4171664658481128e-12,1.5915426291018313e-11,2.417166465848113e-12,80893525.07346721
