quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
4181,-0.342695,300.0,6.2583,2.08611e+20,-378291000000.0,-2.00845,-378291000000.0,2.08611e+20,4.53897,-2.00845,4.53897,7.36145e+16,5.77361e-06,-1.23318e-22,-3.3471e-22,-3.48006e-22,5.77361e-06,5.73095e-22,-9.16898e-25,2.7534e-23,-7.71935e-05,1244660000000000.0,-2257040.0,-2.88072e-06,-2257040.0,1244660000000000.0,7.74992e-06,-2.88072e-06,0.000121846,954979000000.0,4.8149165003604955,8.73127293305661e-09,1.3136704053573755e-16,8.73127293305661e-09,4.8149165003604955,2.968812058779854e-16,1.3136704053573755e-16,2.968812058779854e-16,13644.656230181597
4182,-0.342695,400.0,6.25783,1.98679e+20,-360280000000.0,-1.57904,-360280000000.0,1.98679e+20,3.65111,-1.57904,3.65111,9.15733e+16,3.97275e-06,-7.92589e-22,-7.68778e-22,-1.16899e-21,3.97275e-06,7.02622e-22,-1.23339e-24,5.20205e-23,-0.000106632,1773490000000000.0,-3216010.0,-5.52206e-06,-3216010.0,1773490000000000.0,6.08933e-06,-5.52206e-06,0.000411272,1681790000000.0,5.055235389765717,9.167049392360505e-09,8.71697193001208e-17,9.167049392360505e-09,5.055235389765717,2.0155679078347479e-16,8.71697193001208e-17,2.0155679078347479e-16,10967.9252795658
4183,-0.342695,500.0,6.25742,1.94815e+20,-353273000000.0,-1.32419,-353273000000.0,1.94815e+20,3.01571,-1.32419,3.01571,1.13373e+17,3.34817e-06,-1.72388e-22,-7.52936e-22,-6.02075e-22,3.34817e-06,5.35537e-22,-1.26321e-24,7.71513e-23,-0.00011803,2279450000000000.0,-4133500.0,-4.96047e-06,-4133500.0,2279450000000000.0,3.46378e-06,-4.96046e-06,0.000840841,2666880000000.0,5.155164170258886,9.348255072350013e-09,6.0212015333664e-17,9.348255072350013e-09,5.155164170258886,1.3712683026393018e-16,6.021201533366398e-17,1.3712683026393018e-16,8858.399335194314
4184,-0.342695,600.0,6.25729,1.93237e+20,-350413000000.0,-1.12369,-350413000000.0,1.93237e+20,2.53233,-1.12369,2.53233,1.37492e+17,3.16612e-06,-5.90966e-22,-5.80803e-22,-4.50455e-22,3.16612e-06,3.39038e-22,-1.10168e-24,9.5386e-23,-0.000115221,2753050000000000.0,-4992320.0,-1.57751e-06,-4992320.0,2753050000000000.0,4.20744e-07,-1.5775e-06,0.00121638,4036880000000.0,5.197153977192771,9.424438987409504e-09,4.2475125307406656e-17,9.424438987409504e-09,5.197153977192771,9.572127047736902e-17,4.2475125307406656e-17,9.572127047736902e-17,7304.297290684545
4185,-0.342695,700.0,6.25759,1.92438e+20,-348962000000.0,-0.947227,-348962000000.0,1.92438e+20,2.15609,-0.947227,2.15609,1.62876e+17,3.08932e-06,-6.59706e-23,-4.00932e-22,-1.44765e-22,3.08932e-06,1.8582299999999999e-22,-8.674409999999999e-25,1.02753e-22,-0.000104199,3202110000000000.0,-5806640.0,2.92665e-06,-5806640.0,3202110000000000.0,-2.53333e-06,2.92665e-06,0.00137846,5845490000000.0,5.218982698254047,9.46396574662036e-09,3.0351686583130267e-17,9.46396574662036e-09,5.218982698254047,6.908689062178617e-17,3.0351686583130267e-17,6.908689062178618e-17,6166.228250243207
4186,-0.342378,100.0,6.24923,2.59612e+20,-470776000000.0,-4.59737,-470776000000.0,2.59612e+20,10.5354,-4.59737,10.5354,5.43052e+16,4.44144e-05,-1.5812699999999999e-21,-5.5876199999999995e-21,1.3142499999999999e-21,4.44144e-05,-6.0712e-21,-1.6161800000000001e-24,-4.3371900000000005e-24,1.91511e-05,480280000000000.0,-870930.0,-2.85182e-06,-870930.0,480280000000000.0,3.65217e-06,-2.85182e-06,1.04057e-05,145402000000.0,3.8634147470967743,7.0058508119009564e-09,3.2706899122093017e-16,7.0058508119009564e-09,3.8634147470967743,7.495160628145162e-16,3.270689912209302e-16,7.495160628145162e-16,18469.480442449116
4187,-0.342378,200.0,6.25141,2.28001e+20,-413452000000.0,-2.93879,-413452000000.0,2.28001e+20,6.00977,-2.93879,6.00977,6.2196e+16,1.76721e-05,-1.667e-21,-3.64015e-22,1.6829699999999999e-22,1.76721e-05,4.9502800000000004e-23,-8.37993e-25,1.20098e-23,-3.96381e-05,790617000000000.0,-1433690.0,-2.22249e-07,-1433690.0,790617000000000.0,6.89308e-06,-2.22249e-07,1.73961e-05,464561000000.0,4.400589097998969,7.979931507957728e-09,2.0792988596293712e-16,7.979931507957728e-09,4.400589097998969,4.2521268763312626e-16,2.0792988596293712e-16,4.2521268763312626e-16,16131.884927211762
4188,-0.342378,300.0,6.25146,2.07152e+20,-375645000000.0,-1.98634,-375645000000.0,2.07152e+20,4.48102,-1.98634,4.48102,7.65105e+16,8.83803e-06,-9.462279999999999e-22,-5.903999999999999e-22,-1.42126e-21,8.83803e-06,9.89606e-22,-1.10205e-24,3.24331e-23,-8.33511e-05,1254460000000000.0,-2274810.0,-2.83378e-06,-2274810.0,1254460000000000.0,8.30857e-06,-2.83378e-06,0.000147568,980189000000.0,4.843529098595066,8.783151928254341e-09,1.2574608126134115e-16,8.783151928254341e-09,4.843529098595066,2.83672838942892e-16,1.257460812613412e-16,2.8367283894289194e-16,13113.843718602871
4189,-0.342378,400.0,6.25103,1.98047e+20,-359135000000.0,-1.54627,-359135000000.0,1.98047e+20,3.60132,-1.54627,3.60132,9.55194e+16,5.24265e-06,1.86384e-22,-8.59333e-22,8.14772e-22,5.24265e-06,9.57688e-22,-1.3260300000000001e-24,5.84541e-23,-0.000111512,1778580000000000.0,-3225240.0,-5.71053e-06,-3225240.0,1778580000000000.0,7.42311e-06,-5.71052e-06,0.00047776,1693550000000.0,5.065856719355336,9.186336843808179e-09,8.200619179302463e-17,9.186336843808179e-09,5.065856719355336,1.9099545334606587e-16,8.200619179302464e-17,1.9099545334606587e-16,10503.392250141502
4190,-0.342378,500.0,6.25059,1.94465e+20,-352640000000.0,-1.28727,-352640000000.0,1.94465e+20,2.97662,-1.28727,2.97662,1.17978e+17,3.85511e-06,-8.78262e-22,-7.9885e-22,-1.04234e-21,3.85511e-06,7.018399999999999e-22,-1.3175600000000002e-24,8.433920000000001e-23,-0.000121971,2281590000000000.0,-4137380.0,-5.62493e-06,-4137380.0,2281590000000000.0,5.22715e-06,-5.62493e-06,0.000946834,2646990000000.0,5.158805474426282,9.354902746004084e-09,5.628825285408068e-17,9.354902746004084e-09,5.158805474426282,1.301581950808157e-16,5.628825285408068e-17,1.3015819508081573e-16,8503.340509114472
4191,-0.342378,600.0,6.2504,1.93e+20,-349982000000.0,-1.09027,-349982000000.0,1.93e+20,2.50355,-1.09027,2.50355,1.42375e+17,3.39619e-06,4.35655e-22,-6.15503e-22,4.7916799999999995e-22,3.39619e-06,4.50965e-22,-1.1444400000000002e-24,1.02706e-22,-0.000118816,2753800000000000.0,-4993690.0,-2.60559e-06,-4993690.0,2753800000000000.0,2.24843e-06,-2.60559e-06,0.00134934,3972900000000.0,5.197806279621548,9.425588794582945e-09,3.9803422151961743e-17,9.425588794582945e-09,5.197806279621548,9.139924776871005e-17,3.9803422151961743e-17,9.139924776871004e-17,7046.01658975915
4192,-0.342378,700.0,6.25062,1.9225e+20,-348623000000.0,-0.920292,-348623000000.0,1.9225e+20,2.13616,-0.920292,2.13616,1.67711e+17,3.23083e-06,-5.86964e-22,-4.31079e-22,-7.7394799999999995e-22,3.23083e-06,2.63552e-22,-9.0751e-25,1.09829e-22,-0.000107791,3202680000000000.0,-5807670.0,1.73e-06,-5807670.0,3202680000000000.0,-8.74064e-07,1.73001e-06,0.00152395,5734990000000.0,5.218267472165869,9.462720733154132e-09,2.863455461049416e-17,9.462720733154132e-09,5.218267472165869,6.646585038926116e-17,2.863455461049416e-17,6.646585038926116e-17,5981.789635288612
4193,-0.342061,100.0,6.24237,2.31809e+20,-420358000000.0,-3.22157,-420358000000.0,2.31809e+20,9.70424,-3.22157,9.70424,5.08931e+16,4.94948e-05,-2.90968e-21,-5.93631e-21,1.0761099999999998e-20,4.94948e-05,-2.31526e-23,-1.7784700000000002e-24,-1.4011e-24,1.53041e-05,518819000000000.0,-940816.0,-6.7526e-06,-940816.0,518819000000000.0,3.12303e-06,-6.7526e-06,7.36998e-06,164039000000.0,4.322040184544296,7.83750487640545e-09,2.7358826483875687e-16,7.83750487640545e-09,4.322040184544296,8.241218399982133e-16,2.7358826483875687e-16,8.241218399982133e-16,19686.122738426795
4194,-0.342061,200.0,6.24444,2.21674e+20,-401979000000.0,-2.7778,-401979000000.0,2.21674e+20,5.82909,-2.7778,5.82909,6.38792e+16,2.29863e-05,4.4942799999999995e-21,-1.01303e-21,2.5196499999999998e-21,2.29863e-05,1.08299e-21,-1.1739400000000002e-24,1.57669e-23,-4.74004e-05,815436000000000.0,-1478690.0,-1.3196e-06,-1478690.0,815436000000000.0,7.31049e-06,-1.3196e-06,2.20352e-05,487083000000.0,4.5211438597676725,8.198547811676377e-09,1.9660285923857167e-16,8.198547811676377e-09,4.5211438597676725,4.1256237458764693e-16,1.9660285923857167e-16,4.1256237458764693e-16,15689.301744075365
4195,-0.342061,300.0,6.24462,2.05086e+20,-371898000000.0,-1.93734,-371898000000.0,2.05086e+20,4.38093,-1.93734,4.38093,7.9839e+16,1.16146e-05,-2.78254e-22,-8.303049999999999e-22,2.0079e-21,1.16146e-05,1.38249e-21,-1.2761300000000001e-24,3.79407e-23,-8.92584e-05,1270100000000000.0,-2303180.0,-3.1005e-06,-2303180.0,1270100000000000.0,9.24974e-06,-3.10049e-06,0.000177631,1004620000000.0,4.886969045218233,8.861911656468853e-09,1.1858515977454225e-16,8.861911656468853e-09,4.886969045218233,2.681580340698077e-16,1.1858515977454225e-16,2.681580340698078e-16,12553.375337962985
4196,-0.342061,400.0,6.24422,1.97195e+20,-357589000000.0,-1.50324,-357589000000.0,1.97195e+20,3.53126,-1.50324,3.53126,9.9881e+16,6.40483e-06,7.06949e-22,-9.44001e-22,3.40843e-22,6.40483e-06,1.18689e-21,-1.4103900000000001e-24,6.53142e-23,-0.000115886,1787410000000000.0,-3241250.0,-6.06118e-06,-3241250.0,1787410000000000.0,8.98834e-06,-6.06118e-06,0.000548918,1705050000000.0,5.082201548787796,9.215950554676735e-09,7.648870779883911e-17,9.215950554676735e-09,5.082201548787796,1.7967956896024876e-16,7.648870779883911e-17,1.7967956896024876e-16,10033.787551318164
4197,-0.342061,500.0,6.24376,1.94039e+20,-351866000000.0,-1.24536,-351866000000.0,1.94039e+20,2.92543,-1.24536,2.92543,1.22974e+17,4.31912e-06,1.96429e-22,-8.3886099999999995e-22,-1.92011e-22,4.31912e-06,8.49963e-22,-1.36402e-24,9.16652e-23,-0.000125374,2285520000000000.0,-4144520.0,-6.34775e-06,-4144520.0,2285520000000000.0,7.15552e-06,-6.34775e-06,0.00105444,2627790000000.0,5.164481910026486,9.365156446659587e-09,5.230080475607424e-17,9.365156446659587e-09,5.164481910026486,1.2285792364553312e-16,5.230080475607425e-17,1.2285792364553312e-16,8148.965678433077
4198,-0.342061,600.0,6.24351,1.92734e+20,-349500000000.0,-1.05372,-349500000000.0,1.92734e+20,2.46684,-1.05372,2.46684,1.47616e+17,3.60847e-06,-1.51808e-21,-6.44829e-22,-7.29958e-22,3.60847e-06,5.51412e-22,-1.18007e-24,1.09908e-22,-0.000121901,2755280000000000.0,-4996370.0,-3.64914e-06,-4996370.0,2755280000000000.0,4.21088e-06,-3.64913e-06,0.00147993,3910530000000.0,5.199242379876504,9.428202661527486e-09,3.7113494860080234e-17,9.428202661527486e-09,5.199242379876504,8.688556160876782e-17,3.711349486008023e-17,8.68855616087678e-17,6788.361565434087
4199,-0.342061,700.0,6.24366,1.92051e+20,-348261000000.0,-0.891034,-348261000000.0,1.92051e+20,2.11079,-0.891034,2.11079,1.72868e+17,3.36381e-06,-5.83821e-22,-4.5703e-22,-3.40468e-22,3.36381e-06,3.34323e-22,-9.41629e-25,1.1662999999999999e-22,-0.000110925,3203480000000000.0,-5809130.0,5.21534e-07,-5809130.0,3203480000000000.0,9.07784e-07,5.21543e-07,0.00166487,5626170000000.0,5.217858045732774,9.461947403892413e-09,2.689502340484805e-17,9.461947403892413e-09,5.217858045732774,6.371221149039364e-17,2.6895023404848057e-17,6.371221149039364e-17,5796.878864457419
4200,-0.341745,100.0,6.23592,2.08039e+20,-377254000000.0,-2.36348,-377254000000.0,2.08039e+20,8.15343,-2.36348,8.15343,4.8552e+16,4.73709e-05,-8.57778e-22,-4.35671e-21,-1.1934599999999999e-21,4.73709e-05,6.52892e-21,-1.5446700000000001e-24,3.1907300000000004e-24,9.03218e-07,549098000000000.0,-995724.0,-8.7467e-06,-995724.0,549098000000000.0,5.47284e-06,-8.7467e-06,5.62763e-06,183193000000.0,4.810889309836365,8.723975964569182e-09,2.341909827583153e-16,8.723975964569182e-09,4.810889309836365,8.079018208288056e-16,2.3419098275831535e-16,8.079018208288056e-16,20614.03446055873
4201,-0.341745,200.0,6.23753,2.14435e+20,-388851000000.0,-2.56291,-388851000000.0,2.14435e+20,5.52119,-2.56291,5.52119,6.61712e+16,2.70798e-05,1.30859e-21,-1.5118e-21,-1.16407e-21,2.70798e-05,2.06393e-21,-1.45595e-24,2.02543e-23,-5.57041e-05,842631000000000.0,-1528010.0,-2.64271e-06,-1528010.0,842631000000000.0,8.61133e-06,-2.64271e-06,3.00773e-05,507410000000.0,4.668598889577623,8.465919028195715e-09,1.8082184898181443e-16,8.465919028195715e-09,4.668598889577623,3.895383713979751e-16,1.8082184898181443e-16,3.895383713979751e-16,15129.104548301644
4202,-0.341745,300.0,6.23778,2.02517e+20,-367241000000.0,-1.86366,-367241000000.0,2.02517e+20,4.24064,-1.86366,4.24064,8.36456e+16,1.40021e-05,-5.57361e-23,-1.0428399999999999e-21,-2.17035e-21,1.40021e-05,1.73618e-21,-1.43179e-24,4.40383e-23,-9.478e-05,1290760000000000.0,-2340640.0,-3.63026e-06,-2340640.0,1290760000000000.0,1.05458e-05,-3.63026e-06,0.000211973,1028240000000.0,4.943541171274947,8.964536326729029e-09,1.1014422636986164e-16,8.964536326729029e-09,4.943541171274947,2.506261945140993e-16,1.1014422636986164e-16,2.506261945140993e-16,11968.963428836527
4203,-0.341745,400.0,6.23741,1.9615e+20,-355695000000.0,-1.45002,-355695000000.0,1.9615e+20,3.4416,-1.45002,3.4416,1.04682e+17,7.41397e-06,-3.18626e-21,-1.01958e-21,-1.32851e-21,7.41397e-06,1.3874599999999999e-21,-1.48402e-24,7.251580000000001e-23,-0.000119729,1799580000000000.0,-3263320.0,-6.55946e-06,-3263320.0,1799580000000000.0,1.07544e-05,-6.55945e-06,0.000623596,1716570000000.0,5.103705037615358,9.254969989062424e-09,7.069481235351938e-17,9.254969989062424e-09,5.103705037615358,1.6779304220436297e-16,7.069481235351937e-17,1.6779304220436297e-16,9563.169820296253
4204,-0.341745,500.0,6.23692,1.93544e+20,-350968000000.0,-1.19843,-350968000000.0,1.93544e+20,2.86248,-1.19843,2.86248,1.28376e+17,4.72325e-06,7.20485e-22,-8.72378e-22,1.43583e-22,4.72325e-06,9.791789999999999e-22,-1.4019900000000001e-24,9.90115e-23,-0.000128245,2291050000000000.0,-4154550.0,-7.12181e-06,-4154550.0,2291050000000000.0,9.21838e-06,-7.1218e-06,0.00116147,2609710000000.0,5.172018244508179,9.378812565817314e-09,4.82824032367364e-17,9.378812565817314e-09,5.172018244508179,1.1532372696843588e-16,4.8282403236736413e-17,1.1532372696843588e-16,7797.509652233213
4205,-0.341745,600.0,6.23662,1.92443e+20,-348973000000.0,-1.01409,-348973000000.0,1.92443e+20,2.42245,-1.01409,2.42245,1.53222e+17,3.79719e-06,-6.41718e-22,-6.6880599999999995e-22,-6.1332e-22,3.79719e-06,6.4006e-22,-1.2085100000000001e-24,1.16879e-22,-0.00012449,2757390000000000.0,-5000200.0,-4.70037e-06,-5000200.0,2757390000000000.0,6.28016e-06,-4.70037e-06,0.00160549,3850330000000.0,5.201358063007113,9.432057946102385e-09,3.4424855277089416e-17,9.432057946102385e-09,5.201358063007113,8.223381648958131e-17,3.4424855277089416e-17,8.223381648958131e-17,6532.775643962865
4206,-0.341745,700.0,6.23669,1.91841e+20,-347880000000.0,-0.859544,-347880000000.0,1.91841e+20,2.08014,-0.859544,2.08014,1.78347e+17,3.4864e-06,-8.1873e-22,-4.78869e-22,-5.99758e-22,3.4864e-06,3.97915e-22,-9.69853e-25,1.2306e-22,-0.000113614,3204500000000000.0,-5810970.0,-6.89352e-07,-5810970.0,3204500000000000.0,2.78831e-06,-6.89343e-07,0.00179846,5519790000000.0,5.217738567763413,9.461725558944837e-09,2.5146909450722026e-17,9.461725558944837e-09,5.217738567763413,6.08567943179006e-17,2.5146909450722026e-17,6.08567943179006e-17,5612.520449339216
4207,-0.341428,100.0,6.22971,1.90953e+20,-346269000000.0,-2.02883,-346269000000.0,1.90953e+20,6.29429,-2.02883,6.29429,4.84462e+16,3.9261e-05,-1.5206e-21,-2.71461e-21,-3.6910599999999996e-21,3.9261e-05,1.10513e-20,-1.33026e-24,8.77783e-24,-2.11205e-05,558959000000000.0,-1013600.0,-7.99065e-06,-1013600.0,558959000000000.0,1.03097e-05,-7.99065e-06,8.92972e-06,195751000000.0,5.236136162488762,9.495067544625228e-09,2.1927891291323917e-16,9.495067544625228e-09,5.236136162488762,6.802960700101868e-16,2.1927891291323917e-16,6.802960700101869e-16,20638.479563633817
4208,-0.341428,200.0,6.23068,2.06831e+20,-375062000000.0,-2.3174,-375062000000.0,2.06831e+20,5.1134,-2.3174,5.1134,6.9203e+16,2.99004e-05,-1.15903e-21,-1.8523e-21,-2.95584e-22,2.99004e-05,2.8680199999999997e-21,-1.67126e-24,2.5403400000000002e-23,-6.39474e-05,869641000000000.0,-1576990.0,-4.01293e-06,-1576990.0,869641000000000.0,1.06069e-05,-4.01293e-06,4.17656e-05,524827000000.0,4.834921224005004,8.767521426274422e-09,1.6190694622599238e-16,8.767521426274422e-09,4.834921224005004,3.572516533460881e-16,1.6190694622599238e-16,3.572516533460881e-16,14450.408099102335
4209,-0.341428,300.0,6.23095,1.9957e+20,-361895000000.0,-1.76855,-361895000000.0,1.9957e+20,4.06412,-1.76855,4.06412,8.79722e+16,1.5917e-05,2.74931e-22,-1.2201e-21,3.94253e-21,1.5917e-05,2.03738e-21,-1.5632100000000001e-24,5.06552e-23,-9.97904e-05,1315460000000000.0,-2385430.0,-4.35959e-06,-2385430.0,1315460000000000.0,1.21343e-05,-4.35959e-06,0.000250161,1051270000000.0,5.0110483847192,9.086903618720023e-09,1.0073966075493026e-16,9.086903618720023e-09,5.0110483847192,2.3149929119920105e-16,1.0073966075493026e-16,2.3149929119920105e-16,11367.851732006367
4210,-0.341428,400.0,6.23059,1.94948e+20,-353515000000.0,-1.38697,-353515000000.0,1.94948e+20,3.33348,-1.38697,3.33348,1.09946e+17,8.23026e-06,-2.4779499999999998e-21,-1.08355e-21,-1.45533e-22,8.23026e-06,1.5573999999999998e-21,-1.5449000000000001e-24,7.99256e-23,-0.000123022,1814570000000000.0,-3290500.0,-7.1832e-06,-3290500.0,1814570000000000.0,1.26818e-05,-7.1832e-06,0.000700175,1728420000000.0,5.129558378969957,9.301843724180626e-09,6.47094351215365e-17,9.301843724180626e-09,5.129558378969957,1.5552435061054875e-16,6.47094351215365e-17,1.5552435061054875e-16,9095.348142392038
4211,-0.341428,500.0,6.23006,1.92992e+20,-349968000000.0,-1.14657,-349968000000.0,1.92992e+20,2.78831,-1.14657,2.78831,1.34197e+17,5.05265e-06,-1.87632e-22,-8.9894e-22,-5.5308e-22,5.05265e-06,1.0891299999999999e-21,-1.43096e-24,1.06226e-22,-0.000130596,2297920000000000.0,-4167000.0,-7.93689e-06,-4167000.0,2297920000000000.0,1.13828e-05,-7.93688e-06,0.00126533,2593130000000.0,5.181106382289586,9.395319175909478e-09,4.4267018774970446e-17,9.395319175909478e-09,5.181106382289586,1.0765166677369454e-16,4.4267018774970446e-17,1.0765166677369454e-16,7451.076275407288
4212,-0.341428,600.0,6.22971,1.92132e+20,-348408000000.0,-0.971465,-348408000000.0,1.92132e+20,2.37067,-0.971465,2.37067,1.59197e+17,3.95738e-06,-3.95089e-22,-6.87502e-22,-9.61891e-22,3.95738e-06,7.16787e-22,-1.22979e-24,1.2348299999999999e-22,-0.000126601,2760020000000000.0,-5004970.0,-5.75088e-06,-5004970.0,2760020000000000.0,8.42772e-06,-5.75087e-06,0.00172309,3792830000000.0,5.204005103968712,9.436829941204648e-09,3.1756306940176985e-17,9.436829941204648e-09,5.204005103968712,7.74950455765998e-17,3.1756306940176985e-17,7.74950455765998e-17,6280.620292064024
4213,-0.341428,700.0,6.22972,1.91622e+20,-347483000000.0,-0.825925,-347483000000.0,1.91622e+20,2.04443,-0.825925,2.04443,1.8415e+17,3.59701e-06,-3.38838e-22,-4.96709e-22,-3.01477e-22,3.59701e-06,4.54219e-22,-9.92279e-25,1.29012e-22,-0.000115873,3205670000000000.0,-5813100.0,-1.89357e-06,-5813100.0,3205670000000000.0,4.74357e-06,-1.89356e-06,0.00192191,5416530000000.0,5.2178638862739,9.461956334836883e-09,2.3402466526888207e-17,9.461956334836883e-09,5.2178638862739,5.792863131794778e-17,2.340246652688821e-17,5.792863131794778e-17,5429.581936549428
4214,-0.341112,100.0,6.22352,1.80721e+20,-327716000000.0,-1.88467,-327716000000.0,1.80721e+20,4.49929,-1.88467,4.49929,5.10699e+16,2.88269e-05,-1.4425299999999999e-21,-2.3994499999999997e-21,-1.47333e-21,2.88269e-05,1.1813499999999999e-20,-1.43042e-24,1.50839e-23,-4.33165e-05,543087000000000.0,-984823.0,-6.21395e-06,-984823.0,543087000000000.0,1.52393e-05,-6.21395e-06,1.78446e-05,199207000000.0,5.527096608042821,1.0022731126993327e-08,2.0397050159066083e-16,1.0022731126993327e-08,5.527096608042821,4.86940653471251e-16,2.0397050159066083e-16,4.86940653471251e-16,19558.73080037569
4215,-0.341112,200.0,6.22387,1.99289e+20,-361387000000.0,-2.05941,-361387000000.0,1.99289e+20,4.64153,-2.05941,4.64153,7.30739e+16,3.15072e-05,-5.16084e-21,-2.04477e-21,-6.78126e-21,3.15072e-05,3.41159e-21,-1.8140200000000002e-24,3.1043e-23,-7.14808e-05,894501000000000.0,-1622070.0,-5.28017e-06,-1622070.0,894501000000000.0,1.29499e-05,-5.28017e-06,5.65947e-05,539481000000.0,5.012412127097943,9.089415779975537e-09,1.4126263435341457e-16,9.089415779975537e-09,5.012412127097943,3.183799036532891e-16,1.4126263435341457e-16,3.183799036532891e-16,13669.977931891168
4216,-0.341112,300.0,6.22413,1.96371e+20,-356095000000.0,-1.65582,-356095000000.0,1.96371e+20,3.85693,-1.65582,3.85693,9.28553e+16,1.72947e-05,2.06836e-21,-1.35787e-21,8.41714e-22,1.72947e-05,2.27675e-21,-1.66643e-24,5.76502e-23,-0.000104188,1343160000000000.0,-2435660.0,-5.21915e-06,-2435660.0,1343160000000000.0,1.39248e-05,-5.21915e-06,0.00029131,1074170000000.0,5.08710720968775,9.224852151456984e-09,9.071462613728633e-17,9.224852151456984e-09,5.08710720968775,2.1130313934677158e-16,9.07146261372863e-17,2.1130313934677158e-16,10758.2478315572
4217,-0.341112,400.0,6.22376,1.93632e+20,-351128000000.0,-1.31481,-351128000000.0,1.93632e+20,3.20846,-1.31481,3.20846,1.15695e+17,8.8208e-06,5.11997e-22,-1.13415e-21,1.27811e-21,8.8208e-06,1.69563e-21,-1.59149e-24,8.735240000000001e-23,-0.00012576,1831740000000000.0,-3321640.0,-7.90501e-06,-3321640.0,1831740000000000.0,1.47242e-05,-7.90501e-06,0.000776523,1740980000000.0,5.158759634867983,9.354780992149674e-09,5.862646376685539e-17,9.354780992149674e-09,5.158759634867983,1.430630012168959e-16,5.862646376685539e-17,1.4306300121689587e-16,8633.916293865399
4218,-0.341112,500.0,6.2232,1.92399e+20,-348892000000.0,-1.08996,-348892000000.0,1.92399e+20,2.70356,-1.08996,2.70356,1.40448e+17,5.29517e-06,7.256139999999999e-22,-9.18248e-22,2.3861e-22,5.29517e-06,1.17981e-21,-1.45061e-24,1.13118e-22,-0.000132443,2305800000000000.0,-4181280.0,-8.78019e-06,-4181280.0,2305800000000000.0,1.36141e-05,-8.78018e-06,0.00136302,2578440000000.0,5.191352692823627,9.413881692236554e-09,4.0287983848962234e-17,9.413881692236554e-09,5.191352692823627,9.993117364397848e-17,4.028798384896223e-17,9.993117364397849e-17,7111.607618097609
4219,-0.341112,600.0,6.2228,1.91804e+20,-347814000000.0,-0.925988,-347814000000.0,1.91804e+20,2.3119,-0.925988,2.3119,1.65548e+17,4.08507e-06,-6.45594e-22,-7.01029e-22,-6.52571e-22,4.08507e-06,7.81649e-22,-1.2439700000000002e-24,1.29564e-22,-0.000128255,2763030000000000.0,-5010410.0,-6.79159e-06,-5010410.0,2763030000000000.0,1.06249e-05,-6.79158e-06,0.00182963,3738500000000.0,5.207122205752516,9.442503820940155e-09,2.9125888897662527e-17,9.442503820940155e-09,5.207122205752516,7.271815919694346e-17,2.9125888897662527e-17,7.271815919694344e-17,6032.974530360714
