quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
9279,0.0196949,500.0,-2.80247,1.16942e+20,-152421000000.0,5.99219,-152421000000.0,1.16942e+20,3.14675,5.99219,3.14675,2.328e+18,-6.72332e-06,-1.12495e-21,1.23542e-21,-8.66043e-22,-6.72332e-06,1.04979e-21,2.25402e-23,1.9820100000000002e-23,3.33556e-05,1047790000000000.0,-1365680.0,0.00055242,-1365680.0,1047790000000000.0,-0.000182886,0.00055242,-0.000182886,27767700000000.0
9280,0.0196949,600.0,-2.80667,1.12248e+20,-146303000000.0,12.8177,-146303000000.0,1.12248e+20,0.481209,12.8177,0.481209,2.33759e+18,-5.30057e-06,-6.75839e-22,1.10595e-21,-9.70698e-22,-5.30057e-06,6.51786e-22,1.90796e-23,1.34252e-23,2.9308e-05,1166150000000000.0,-1519950.0,0.000666683,-1519950.0,1166150000000000.0,-0.000164383,0.000666683,-0.000164383,32611300000000.0
9281,0.0196949,700.0,-2.81288,1.08057e+20,-140841000000.0,17.924,-140841000000.0,1.08057e+20,-1.20927,17.924,-1.20927,2.33881e+18,-3.20517e-06,-6.44597e-22,9.86152e-22,-6.40145e-22,-3.20517e-06,3.57279e-22,1.63578e-23,8.069460000000001e-24,2.68576e-05,1274810000000000.0,-1661570.0,0.000727596,-1661570.0,1274810000000000.0,-0.000130469,0.000727596,-0.000130469,36292200000000.0
9282,0.0200115,100.0,-2.83557,1.48896e+20,-194070000000.0,-59.6348,-194070000000.0,1.48896e+20,-11.378,-59.6348,-11.378,1.64887e+18,4.54532e-06,-6.72937e-22,-2.55882e-21,-1.1480499999999999e-21,4.54532e-06,3.3047399999999997e-21,-1.29679e-23,3.95287e-23,4.29168e-05,322581000000000.0,-420449.0,-4.35292e-05,-420449.0,322581000000000.0,-1.77816e-05,-4.35292e-05,-1.77816e-05,5207130000000.0
9283,0.0200115,200.0,-2.83286,1.36979e+20,-178537000000.0,-35.2127,-178537000000.0,1.36979e+20,1.73181,-35.2127,1.73181,2.0177e+18,4.6338e-06,-1.10851e-22,4.56883e-22,-4.96349e-22,4.6338e-06,3.24873e-21,1.99089e-23,4.7205800000000003e-23,5.59007e-05,552856000000000.0,-720588.0,7.80887e-05,-720588.0,552856000000000.0,6.39395e-06,7.80887e-05,6.39395e-06,11106100000000.0
9284,0.0200115,300.0,-2.82928,1.28717e+20,-167769000000.0,-16.8057,-167769000000.0,1.28717e+20,6.28655,-16.8057,6.28655,2.18646e+18,-1.83491e-06,-6.49407e-22,1.08859e-21,-7.0501799999999995e-22,-1.83491e-06,2.3444299999999998e-21,2.5179700000000002e-23,3.73218e-23,4.93918e-05,758945000000000.0,-989203.0,0.000211093,-989203.0,758945000000000.0,-9.11304e-05,0.000211093,-9.11304e-05,16413500000000.0
9285,0.0200115,400.0,-2.82784,1.22566e+20,-159751000000.0,-4.44982,-159751000000.0,1.22566e+20,4.44266,-4.44982,4.44266,2.25574e+18,-4.70934e-06,-9.53707e-22,1.1701599999999999e-21,-3.23653e-22,-4.70934e-06,1.66025e-21,2.31664e-23,2.89281e-23,4.01958e-05,916906000000000.0,-1195090.0,0.000393016,-1195090.0,916906000000000.0,-0.000152065,0.000393016,-0.000152065,22320600000000.0
9286,0.0200115,500.0,-2.82903,1.17246e+20,-152818000000.0,4.78952,-152818000000.0,1.17246e+20,1.72937,4.78952,1.72937,2.29114e+18,-4.868e-06,-7.56412e-22,1.0985e-21,-9.24663e-22,-4.868e-06,1.11463e-21,1.9897999999999998e-23,2.12151e-23,3.35167e-05,1046400000000000.0,-1363880.0,0.00056071,-1363880.0,1046400000000000.0,-0.000164389,0.00056071,-0.000164389,28020200000000.0
9287,0.0200115,600.0,-2.83271,1.12486e+20,-146614000000.0,11.8887,-146614000000.0,1.12486e+20,-0.366274,11.8887,-0.366274,2.31095e+18,-3.57797e-06,-6.58762e-22,9.95104e-22,-4.6761e-22,-3.57797e-06,6.93422e-22,1.69512e-23,1.43535e-23,2.94674e-05,1161480000000000.0,-1513860.0,0.000675128,-1513860.0,1161480000000000.0,-0.000146513,0.000675128,-0.000146513,32789900000000.0
9288,0.0200115,700.0,-2.83862,1.08216e+20,-141048000000.0,17.2001,-141048000000.0,1.08216e+20,-1.70017,17.2001,-1.70017,2.31829e+18,-1.60695e-06,-5.11996e-22,8.99706e-22,-6.2487e-22,-1.60695e-06,3.82215e-22,1.47091e-23,8.63938e-24,2.71149e-05,1267900000000000.0,-1652570.0,0.000734732,-1652570.0,1267900000000000.0,-0.000114385,0.000734732,-0.000114385,36411000000000.0
9289,0.0203281,100.0,-2.86651,1.48293e+20,-193284000000.0,-47.1706,-193284000000.0,1.48293e+20,-22.309,-47.1706,-22.309,1.54737e+18,8.12819e-06,-5.14822e-22,-2.9321699999999998e-21,-2.2523499999999998e-21,8.12819e-06,3.5719e-21,-2.2656400000000002e-23,4.1026e-23,3.30878e-05,309151000000000.0,-402944.0,-7.52661e-05,-402944.0,309151000000000.0,-2.24129e-05,-7.52661e-05,-2.24129e-05,5022670000000.0
9290,0.0203281,200.0,-2.86304,1.35707e+20,-176880000000.0,-34.3126,-176880000000.0,1.35707e+20,-5.02414,-34.3126,-5.02414,1.91444e+18,7.72408e-06,-4.6633699999999995e-22,7.27129e-23,-2.1878e-22,7.72408e-06,3.16007e-21,1.24422e-23,4.62512e-23,5.28763e-05,561799000000000.0,-732244.0,6.08815e-05,-732244.0,561799000000000.0,1.9184e-05,6.08815e-05,1.9184e-05,11144700000000.0
9291,0.0203281,300.0,-2.85791,1.28522e+20,-167515000000.0,-17.8918,-167515000000.0,1.28522e+20,2.28766,-17.8918,2.28766,2.10929e+18,3.49908e-07,-6.58847e-22,8.51725e-22,-6.66867e-22,3.49908e-07,2.40428e-21,2.0726e-23,3.85961e-23,4.88195e-05,767234000000000.0,-1000010.0,0.000207991,-1000010.0,767234000000000.0,-7.5364e-05,0.000207991,-7.5364e-05,16682200000000.0
9292,0.0203281,400.0,-2.85523,1.2272e+20,-159953000000.0,-5.67844,-159953000000.0,1.2272e+20,2.03486,-5.67844,2.03486,2.20319e+18,-2.74464e-06,-6.32409e-22,9.93337e-22,-5.9440199999999995e-22,-2.74464e-06,1.73468e-21,1.98129e-23,3.04331e-23,4.00371e-05,920084000000000.0,-1199230.0,0.000397618,-1199230.0,920084000000000.0,-0.000133935,0.000397618,-0.000133935,22638900000000.0
9293,0.0203281,500.0,-2.8556,1.17452e+20,-153086000000.0,3.76393,-153086000000.0,1.17452e+20,0.258647,3.76393,0.258647,2.25499e+18,-3.01418e-06,-5.288699999999999e-22,9.53909e-22,-7.37671e-22,-3.01418e-06,1.16962e-21,1.7146600000000002e-23,2.23756e-23,3.34255e-05,1045130000000000.0,-1362210.0,0.000568112,-1362210.0,1045130000000000.0,-0.000144749,0.000568112,-0.000144749,28278200000000.0
9294,0.0203281,600.0,-2.85879,1.1265e+20,-146827000000.0,11.0791,-146827000000.0,1.1265e+20,-1.25163,11.0791,-1.25163,2.28469e+18,-1.83761e-06,-8.49759e-22,8.788599999999999e-22,-7.63476e-22,-1.83761e-06,7.28601e-22,1.47443e-23,1.5125e-23,2.94812e-05,1156950000000000.0,-1507970.0,0.000682431,-1507970.0,1156950000000000.0,-0.000127558,0.000682431,-0.000127558,32966500000000.0
9295,0.0203281,700.0,-2.86442,1.08316e+20,-141179000000.0,16.5581,-141179000000.0,1.08316e+20,-2.21423,16.5581,-2.21423,2.29796e+18,1.46086e-08,-5.22995e-22,8.09533e-22,-5.23105e-22,1.46086e-08,4.02885e-22,1.3005500000000001e-23,9.104810000000001e-24,2.72865e-05,1261170000000000.0,-1643800.0,0.000740611,-1643800.0,1261170000000000.0,-9.74149e-05,0.000740611,-9.74149e-05,36522100000000.0
9296,0.0206446,100.0,-2.89779,1.46188e+20,-190540000000.0,-35.859,-190540000000.0,1.46188e+20,-33.2621,-35.859,-33.2621,1.48301e+18,1.44477e-05,-1.8892499999999998e-21,-2.59511e-21,-6.24267e-22,1.44477e-05,3.45695e-21,-2.41575e-23,3.7080800000000003e-23,2.32891e-05,295027000000000.0,-384535.0,-9.86723e-05,-384535.0,295027000000000.0,-1.71817e-05,-9.86723e-05,-1.71817e-05,4795820000000.0
9297,0.0206446,200.0,-2.89301,1.33953e+20,-174594000000.0,-32.6048,-174594000000.0,1.33953e+20,-10.8926,-32.6048,-10.8926,1.82651e+18,1.03459e-05,3.66205e-22,-2.65245e-22,-5.8115e-22,1.03459e-05,2.9838799999999998e-21,5.7451500000000004e-24,4.3814e-23,4.88082e-05,572376000000000.0,-746030.0,4.11852e-05,-746030.0,572376000000000.0,2.87337e-05,4.11852e-05,2.87337e-05,11121100000000.0
9298,0.0206446,300.0,-2.88639,1.2812e+20,-166991000000.0,-18.4834,-166991000000.0,1.2812e+20,-1.51954,-18.4834,-1.51954,2.0377e+18,2.31115e-06,-9.96557e-22,6.11326e-22,-7.96637e-22,2.31115e-06,2.42971e-21,1.6248200000000002e-23,3.9179900000000003e-23,4.75423e-05,775816000000000.0,-1011190.0,0.000202893,-1011190.0,775816000000000.0,-6.105e-05,0.000202893,-6.105e-05,16932100000000.0
9299,0.0206446,400.0,-2.88255,1.22744e+20,-159983000000.0,-6.62602,-159983000000.0,1.22744e+20,-0.379033,-6.62602,-0.379033,2.15282e+18,-8.46116e-07,-6.4053799999999995e-22,8.07998e-22,-6.05225e-22,-8.46116e-07,1.79218e-21,1.6346200000000002e-23,3.15577e-23,3.94374e-05,923241000000000.0,-1203350.0,0.000401233,-1203350.0,923241000000000.0,-0.000115392,0.000401233,-0.000115392,22956700000000.0
9300,0.0206446,500.0,-2.88216,1.17561e+20,-153228000000.0,2.91915,-153228000000.0,1.17561e+20,-1.24654,2.91915,-1.24654,2.21988e+18,-1.1674e-06,-7.16851e-22,8.02283e-22,-5.46903e-22,-1.1674e-06,1.2140799999999999e-21,1.42991e-23,2.3288400000000002e-23,3.30759e-05,1043880000000000.0,-1360580.0,0.000574488,-1360580.0,1043880000000000.0,-0.000124151,0.000574488,-0.000124151,28534900000000.0
9301,0.0206446,600.0,-2.8849,1.12738e+20,-146942000000.0,10.3927,-146942000000.0,1.12738e+20,-2.1643,10.3927,-2.1643,2.25898e+18,-8.32521e-08,-5.84364e-22,7.57657e-22,-5.76632e-22,-8.32521e-08,7.56867e-22,1.2468500000000001e-23,1.57307e-23,2.93474e-05,1152550000000000.0,-1502220.0,0.000688474,-1502220.0,1152550000000000.0,-0.000107661,0.000688474,-0.000107661,33136600000000.0
9302,0.0206446,700.0,-2.89028,1.08357e+20,-141232000000.0,16.0004,-141232000000.0,1.08357e+20,-2.74531,16.0004,-2.74531,2.27792e+18,1.65666e-06,-4.10354e-22,7.15989e-22,-3.47108e-22,1.65666e-06,4.19002e-22,1.12545e-23,9.45993e-24,2.73724e-05,1254630000000000.0,-1635270.0,0.000745145,-1635270.0,1254630000000000.0,-7.96734e-05,0.000745145,-7.96734e-05,36622600000000.0
9303,0.0209612,100.0,-2.92936,1.41119e+20,-183934000000.0,-27.7706,-183934000000.0,1.41119e+20,-42.0042,-27.7706,-42.0042,1.44522e+18,2.26572e-05,-8.28859e-22,-1.82698e-21,1.27475e-21,2.26572e-05,2.99788e-21,-2.03385e-23,2.8238700000000003e-23,1.43828e-05,287591000000000.0,-374844.0,-0.000106354,-374844.0,287591000000000.0,-1.1369e-05,-0.000106354,-1.1369e-05,4574290000000.0
9304,0.0209612,200.0,-2.92268,1.31821e+20,-171815000000.0,-30.386,-171815000000.0,1.31821e+20,-15.7623,-30.386,-15.7623,1.7535e+18,1.23277e-05,-6.335999999999999e-22,-5.48116e-22,-1.61888e-21,1.23277e-05,2.72482e-21,1.0232900000000001e-26,4.00332e-23,4.40025e-05,584465000000000.0,-761787.0,2.0859e-05,-761787.0,584465000000000.0,3.3824e-05,2.0859e-05,3.3824e-05,11030000000000.0
9305,0.0209612,300.0,-2.91466,1.27551e+20,-166249000000.0,-18.6398,-166249000000.0,1.27551e+20,-5.07252,-18.6398,-5.07252,1.97223e+18,4.02064e-06,-3.56156e-22,3.7268e-22,-7.50118e-22,4.02064e-06,2.4228899999999998e-21,1.18389e-23,3.91171e-23,4.56015e-05,784302000000000.0,-1022250.0,0.000196137,-1022250.0,784302000000000.0,-4.88433e-05,0.000196137,-4.88433e-05,17155000000000.0
9306,0.0209612,400.0,-2.90977,1.22646e+20,-159856000000.0,-7.3008,-159856000000.0,1.22646e+20,-2.76629,-7.3008,-2.76629,2.10516e+18,9.78774e-07,-6.56531e-22,6.1573899999999995e-22,-6.905299999999999e-22,9.78774e-07,1.83243e-21,1.27963e-23,3.22968e-23,3.83975e-05,926187000000000.0,-1207180.0,0.000403817,-1207180.0,926187000000000.0,-9.67225e-05,0.000403817,-9.67225e-05,23265200000000.0
9307,0.0209612,500.0,-2.9087,1.17575e+20,-153246000000.0,2.25691,-153246000000.0,1.17575e+20,-2.76797,2.25691,-2.76797,2.18613e+18,6.68059e-07,-6.86579e-22,6.44335e-22,-6.57975e-22,6.68059e-07,1.24745e-21,1.13701e-23,2.39431e-23,3.24669e-05,1042570000000000.0,-1358880.0,0.000579713,-1358880.0,1042570000000000.0,-0.000102787,0.000579713,-0.000102787,28783200000000.0
9308,0.0209612,600.0,-2.91104,1.12751e+20,-146959000000.0,9.83216,-146959000000.0,1.12751e+20,-3.09365,9.83216,-3.09365,2.23401e+18,1.68176e-06,-4.5456599999999995e-22,6.3199599999999995e-22,-5.59698e-22,1.68176e-06,7.77813e-22,1.01342e-23,1.61627e-23,2.90663e-05,1148220000000000.0,-1496580.0,0.000693145,-1496580.0,1148220000000000.0,-8.6979e-05,0.000693145,-8.6979e-05,33295400000000.0
9309,0.0209612,700.0,-2.91618,1.08338e+20,-141207000000.0,15.5293,-141207000000.0,1.08338e+20,-3.28709,15.5293,-3.28709,2.25826e+18,3.31654e-06,-3.62573e-22,6.19462e-22,-3.06562e-22,3.31654e-06,4.30318e-22,9.464070000000001e-24,9.69973e-24,2.73737e-05,1248240000000000.0,-1626950.0,0.000748252,-1626950.0,1248240000000000.0,-6.12806e-05,0.000748252,-6.12806e-05,36709500000000.0
9310,0.0212778,100.0,-2.96086,1.32832e+20,-173132000000.0,-23.3776,-173132000000.0,1.32832e+20,-47.369,-23.3776,-47.369,1.42961e+18,3.01546e-05,-2.71894e-21,-9.91918e-22,-3.1592099999999998e-22,3.01546e-05,2.25668e-21,-1.48723e-23,1.57842e-23,6.30913e-06,291506000000000.0,-379946.0,-9.88293e-05,-379946.0,291506000000000.0,-7.51594e-06,-9.88293e-05,-7.51594e-06,4367580000000.0
9311,0.0212778,200.0,-2.95199,1.2946e+20,-168737000000.0,-27.8945,-168737000000.0,1.2946e+20,-19.5638,-27.8945,-19.5638,1.69427e+18,1.34956e-05,-8.54656e-22,-7.7565199999999995e-22,-1.06778e-21,1.34956e-05,2.3965399999999998e-21,-4.696e-24,3.5190100000000004e-23,3.88132e-05,597523000000000.0,-778807.0,1.43439e-06,-778807.0,597523000000000.0,3.31305e-05,1.43439e-06,3.31305e-05,10875100000000.0
9312,0.0212778,300.0,-2.94268,1.26857e+20,-165344000000.0,-18.4264,-165344000000.0,1.26857e+20,-8.33124,-18.4264,-8.33124,1.9132e+18,5.46339e-06,-5.02089e-22,1.40578e-22,-6.808099999999999e-22,5.46339e-06,2.38767e-21,7.5806e-24,3.8478700000000003e-23,4.3056e-05,792238000000000.0,-1032600.0,0.000188196,-1032600.0,792238000000000.0,-3.9253e-05,0.000188196,-3.9253e-05,17345300000000.0
9313,0.0212778,400.0,-2.93686,1.22439e+20,-159586000000.0,-7.71499,-159586000000.0,1.22439e+20,-5.09957,-7.71499,-5.09957,2.06064e+18,2.72673e-06,-6.21279e-22,4.18184e-22,-7.69782e-22,2.72673e-06,1.85545e-21,9.19298e-24,3.26516e-23,3.69268e-05,928723000000000.0,-1210490.0,0.000405382,-1210490.0,928723000000000.0,-7.81723e-05,0.000405382,-7.81723e-05,23556200000000.0
9314,0.0212778,500.0,-2.9352,1.17496e+20,-153143000000.0,1.77712,-153143000000.0,1.17496e+20,-4.28836,1.77712,-4.28836,2.15403e+18,2.48922e-06,-3.00445e-22,4.80867e-22,-8.89089e-22,2.48922e-06,1.26926e-21,8.375290000000001e-24,2.4331500000000002e-23,3.1602e-05,1041130000000000.0,-1357000.0,0.000583675,-1357000.0,1041130000000000.0,-8.08493e-05,0.000583675,-8.08493e-05,29016100000000.0
9315,0.0212778,600.0,-2.93718,1.12689e+20,-146878000000.0,9.39913,-146878000000.0,1.12689e+20,-4.02909,9.39913,-4.02909,2.20994e+18,3.45456e-06,-3.58383e-22,5.0244e-22,-5.39217e-22,3.45456e-06,7.91097e-22,7.75259e-24,1.64147e-23,2.86407e-05,1143940000000000.0,-1491000.0,0.000696339,-1491000.0,1143940000000000.0,-6.56725e-05,0.000696339,-6.56725e-05,33438100000000.0
9316,0.0212778,700.0,-2.94213,1.08258e+20,-141103000000.0,15.146,-141103000000.0,1.08258e+20,-3.8332,15.146,-3.8332,2.23908e+18,4.99173e-06,-7.9524199999999995e-22,5.20376e-22,-5.64903e-22,4.99173e-06,4.36618e-22,7.64273e-24,9.82008e-24,2.72928e-05,1242000000000000.0,-1618820.0,0.000749853,-1618820.0,1242000000000000.0,-4.23636e-05,0.000749853,-4.23636e-05,36779900000000.0
9317,0.0215943,100.0,-2.9918,1.2283e+20,-160096000000.0,-21.9297,-160096000000.0,1.2283e+20,-48.9231,-21.9297,-48.9231,1.43591e+18,3.3594e-05,1.38231e-21,-4.03544e-22,-5.96201e-22,3.3594e-05,1.23292e-21,-1.0780500000000001e-23,8.87268e-25,-3.65232e-07,305774000000000.0,-398543.0,-7.98632e-05,-398543.0,305774000000000.0,-7.54258e-06,-7.98632e-05,-7.54258e-06,4152260000000.0
9318,0.0215943,200.0,-2.98087,1.27055e+20,-165603000000.0,-25.2938,-165603000000.0,1.27055e+20,-22.288,-25.2938,-22.288,1.64717e+18,1.37178e-05,8.89914e-22,-9.52666e-22,-1.6501499999999999e-21,1.37178e-05,2.0231999999999998e-21,-8.394410000000001e-24,2.9715200000000004e-23,3.35902e-05,610499000000000.0,-795719.0,-1.6164e-05,-795719.0,610499000000000.0,2.55913e-05,-1.6164e-05,2.55913e-05,10668500000000.0
9319,0.0215943,300.0,-2.97042,1.26082e+20,-164335000000.0,-17.9104,-164335000000.0,1.26082e+20,-11.2784,-17.9104,-11.2784,1.86071e+18,6.64076e-06,-6.91723e-22,-8.09369e-23,-8.91492e-22,6.64076e-06,2.3294099999999997e-21,3.5410700000000005e-24,3.73592e-23,3.9977e-05,799133000000000.0,-1041580.0,0.000179649,-1041580.0,799133000000000.0,-3.25779e-05,0.000179649,-3.25779e-05,17500200000000.0
9320,0.0215943,400.0,-2.96382,1.22134e+20,-159188000000.0,-7.88357,-159188000000.0,1.22134e+20,-7.35722,-7.88357,-7.35722,2.01962e+18,4.39878e-06,-6.8454e-22,2.16911e-22,-7.67315e-22,4.39878e-06,1.8615699999999997e-21,5.5649300000000005e-24,3.26291e-23,3.50435e-05,930656000000000.0,-1213010.0,0.000405985,-1213010.0,930656000000000.0,-5.99358e-05,0.000405985,-5.99358e-05,23821700000000.0
9321,0.0215943,500.0,-2.96164,1.17328e+20,-152924000000.0,1.47819,-152924000000.0,1.17328e+20,-5.7916,1.47819,-5.7916,2.12382e+18,4.29441e-06,-7.67586e-22,3.12755e-22,-1.0069e-21,4.29441e-06,1.27916e-21,5.3313300000000004e-24,2.4447900000000002e-23,3.04898e-05,1039460000000000.0,-1354820.0,0.000586276,-1354820.0,1039460000000000.0,-5.85288e-05,0.000586276,-5.85288e-05,29226500000000.0
9322,0.0215943,600.0,-2.96333,1.12552e+20,-146700000000.0,9.09436,-146700000000.0,1.12552e+20,-4.96018,9.09436,-4.96018,2.1869e+18,5.23273e-06,-5.34588e-22,3.69604e-22,-3.92903e-22,5.23273e-06,7.96441e-22,5.33568e-24,1.6481600000000002e-23,2.80762e-05,1139660000000000.0,-1485430.0,0.000697956,-1485430.0,1139660000000000.0,-4.39119e-05,0.000697956,-4.39119e-05,33560000000000.0
9323,0.0215943,700.0,-2.96813,1.08118e+20,-140921000000.0,14.8514,-140921000000.0,1.08118e+20,-4.3772,14.8514,-4.3772,2.22045e+18,6.67989e-06,1.85415e-22,4.19185e-22,-1.79428e-22,6.67989e-06,4.3772899999999995e-22,5.7993300000000006e-24,9.81781e-24,2.71335e-05,1235900000000000.0,-1610860.0,0.000749879,-1610860.0,1235900000000000.0,-2.30549e-05,0.000749879,-2.30549e-05,36831000000000.0
9324,0.0219109,100.0,-3.02183,1.1355e+20,-148001000000.0,-21.8441,-148001000000.0,1.1355e+20,-46.6753,-21.8441,-46.6753,1.45932e+18,3.06168e-05,-1.86331e-22,-2.71134e-22,-7.43743e-22,3.06168e-05,2.3688e-23,-1.02134e-23,-1.40733e-23,-4.36107e-06,323704000000000.0,-421913.0,-5.58134e-05,-421913.0,323704000000000.0,-1.5119e-05,-5.58134e-05,-1.5119e-05,3928920000000.0
9325,0.0219109,200.0,-3.00923,1.24808e+20,-162674000000.0,-22.6798,-162674000000.0,1.24808e+20,-23.9996,-22.6798,-23.9996,1.61017e+18,1.29577e-05,4.0539499999999998e-22,-1.0839599999999999e-21,-9.69739e-22,1.29577e-05,1.63834e-21,-1.11368e-23,2.41496e-23,2.86277e-05,621917000000000.0,-810602.0,-3.16323e-05,-810602.0,621917000000000.0,1.07816e-05,-3.16323e-05,1.07816e-05,10429300000000.0
9326,0.0219109,300.0,-2.99784,1.2527e+20,-163276000000.0,-17.1565,-163276000000.0,1.2527e+20,-13.9182,-17.1565,-13.9182,1.81469e+18,7.57242e-06,-4.37263e-22,-2.88801e-22,-5.02822e-22,7.57242e-06,2.25461e-21,-2.29901e-25,3.5868200000000003e-23,3.64409e-05,804499000000000.0,-1048580.0,0.000171138,-1048580.0,804499000000000.0,-2.88515e-05,0.000171138,-2.88515e-05,17619400000000.0
9327,0.0219109,400.0,-2.9906,1.21741e+20,-158676000000.0,-7.82293,-158676000000.0,1.21741e+20,-9.52315,-7.82293,-9.52315,1.98236e+18,6.00024e-06,-2.45145e-22,1.33853e-23,-7.60811e-22,6.00024e-06,1.85134e-21,1.9384e-24,3.22403e-23,3.27739e-05,931807000000000.0,-1214510.0,0.000405721,-1214510.0,931807000000000.0,-4.21463e-05,0.000405721,-4.21463e-05,24054700000000.0
9328,0.0219109,500.0,-2.98803,1.17074e+20,-152593000000.0,1.35725,-152593000000.0,1.17074e+20,-7.26283,1.35725,-7.26283,2.09574e+18,6.08318e-06,-1.12532e-21,1.40936e-22,-1.4665799999999999e-21,6.08318e-06,1.27694e-21,2.2555500000000004e-24,2.4289100000000002e-23,2.9144e-05,1037490000000000.0,-1352260.0,0.000587434,-1352260.0,1037490000000000.0,-3.60126e-05,0.000587434,-3.60126e-05,29407900000000.0
9329,0.0219109,600.0,-2.98949,1.12342e+20,-146426000000.0,8.91772,-146426000000.0,1.12342e+20,-5.87675,8.91772,-5.87675,2.16505e+18,7.01427e-06,-1.73557e-21,2.3416199999999998e-22,-1.11188e-21,7.01427e-06,7.93639e-22,2.89608e-24,1.63604e-23,2.73807e-05,1135360000000000.0,-1479820.0,0.000697906,-1479820.0,1135360000000000.0,-2.18702e-05,0.000697906,-2.18702e-05,33656400000000.0
9330,0.0219109,700.0,-2.99416,1.07918e+20,-140659000000.0,14.6457,-140659000000.0,1.07918e+20,-4.91275,14.6457,-4.91275,2.20245e+18,8.37885e-06,1.22227e-22,3.16376e-22,-1.85416e-22,8.37885e-06,4.33522e-22,3.94316e-24,9.690760000000001e-24,2.69008e-05,1229920000000000.0,-1603070.0,0.000748266,-1603070.0,1229920000000000.0,-3.49076e-06,0.000748266,-3.49076e-06,36859800000000.0
9331,0.0222275,100.0,-3.05076,1.0693e+20,-139371000000.0,-21.3257,-139371000000.0,1.0693e+20,-41.3156,-21.3257,-41.3156,1.48812e+18,2.14849e-05,7.3253399999999995e-22,-5.90022e-22,-9.77648e-22,2.14849e-05,-1.0911999999999998e-21,-1.35368e-23,-2.55035e-23,-5.2181e-06,336819000000000.0,-439008.0,-3.4793e-05,-439008.0,336819000000000.0,-3.08713e-05,-3.4793e-05,-3.08713e-05,3735630000000.0
9332,0.0222275,200.0,-3.03702,1.22906e+20,-160195000000.0,-20.1058,-160195000000.0,1.22906e+20,-24.8391,-20.1058,-24.8391,1.5811e+18,1.13149e-05,-9.6228e-22,-1.1702e-21,-1.11155e-21,1.13149e-05,1.28106e-21,-1.29582e-23,1.9068700000000002e-23,2.41248e-05,630145000000000.0,-821327.0,-4.50439e-05,-821327.0,630145000000000.0,-1.08359e-05,-4.50439e-05,-1.08359e-05,10180800000000.0
9333,0.0222275,300.0,-3.02492,1.24456e+20,-162215000000.0,-16.2245,-162215000000.0,1.24456e+20,-16.2745,-16.2245,-16.2745,1.77496e+18,8.29679e-06,-1.32631e-21,-4.81143e-22,-1.82304e-21,8.29679e-06,2.1702699999999997e-21,-3.70373e-24,3.41197e-23,3.25229e-05,807894000000000.0,-1053000.0,0.000163347,-1053000.0,807894000000000.0,-2.7807e-05,0.000163347,-2.7807e-05,17704600000000.0
9334,0.0222275,400.0,-3.01721,1.21271e+20,-158064000000.0,-7.54969,-158064000000.0,1.21271e+20,-11.5864,-7.54969,-11.5864,1.94908e+18,7.54031e-06,-7.16751e-23,-1.91103e-22,-4.69364e-22,7.54031e-06,1.82545e-21,-1.6637400000000003e-24,3.1499200000000003e-23,3.0152e-05,932020000000000.0,-1214790.0,0.000404706,-1214790.0,932020000000000.0,-2.48721e-05,0.000404706,-2.48721e-05,24248600000000.0
9335,0.0222275,500.0,-3.01435,1.16736e+20,-152153000000.0,1.41053,-152153000000.0,1.16736e+20,-8.68845,1.41053,-8.68845,2.06997e+18,7.85618e-06,-7.530999999999999e-22,-3.36042e-23,-1.49781e-21,7.85618e-06,1.2624599999999999e-21,-8.34233e-25,2.3854200000000002e-23,2.75831e-05,1035160000000000.0,-1349220.0,0.000587078,-1349220.0,1035160000000000.0,-1.34833e-05,0.000587078,-1.34833e-05,29553900000000.0
9336,0.0222275,600.0,-3.01564,1.12059e+20,-146057000000.0,8.86821,-146057000000.0,1.12059e+20,-6.76899,8.86821,-6.76899,2.14449e+18,8.79759e-06,-4.50439e-22,9.683560000000001e-23,-7.56482e-22,8.79759e-06,7.82559e-22,4.47085e-25,1.60492e-23,2.65648e-05,1131000000000000.0,-1474140.0,0.000696113,-1474140.0,1131000000000000.0,2.75507e-07,0.000696113,2.75507e-07,33723200000000.0
