quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
9220,0.0171624,200.0,-2.56097,1.233e+20,-160709000000.0,18.0414,-160709000000.0,1.233e+20,59.4127,18.0414,59.4127,3.26878e+18,-2.54559e-05,-6.49374e-22,2.6092999999999996e-21,-1.45303e-21,-2.54559e-05,6.26427e-22,6.1254e-23,-9.47662e-24,2.8676e-05,527634000000000.0,-687714.0,3.27142e-05,-687714.0,527634000000000.0,-9.43595e-05,3.27142e-05,-9.43595e-05,10285800000000.0
9221,0.0171624,300.0,-2.5729,1.18945e+20,-155032000000.0,15.4059,-155032000000.0,1.18945e+20,33.5316,15.4059,33.5316,2.91328e+18,-2.41236e-05,-1.51003e-21,2.32559e-21,-7.89374e-22,-2.41236e-05,5.75271e-22,5.04454e-23,-8.948480000000001e-26,2.61745e-05,724575000000000.0,-944405.0,0.0001792,-944405.0,724575000000000.0,-0.000182395,0.0001792,-0.000182395,14877600000000.0
9222,0.0171624,400.0,-2.58341,1.1473e+20,-149538000000.0,17.635,-149538000000.0,1.1473e+20,19.2961,17.635,19.2961,2.71281e+18,-2.2763e-05,-1.35758e-21,2.20742e-21,-1.6430999999999998e-21,-2.2763e-05,4.33015e-22,4.47723e-23,2.1170200000000003e-24,2.55267e-05,907596000000000.0,-1182950.0,0.000336946,-1182950.0,907596000000000.0,-0.000250235,0.000336946,-0.000250235,20768800000000.0
9223,0.0171624,500.0,-2.59247,1.11091e+20,-144795000000.0,20.8437,-144795000000.0,1.11091e+20,10.4326,20.8437,10.4326,2.6045e+18,-2.06371e-05,2.42272e-22,2.01364e-21,-5.25211e-22,-2.06371e-05,2.84495e-22,3.86678e-23,2.3947200000000003e-24,2.4887e-05,1069610000000000.0,-1394120.0,0.00047143,-1394120.0,1069610000000000.0,-0.00027185,0.00047143,-0.00027185,26618000000000.0
9224,0.0171624,600.0,-2.60097,1.07845e+20,-140565000000.0,23.8015,-140565000000.0,1.07845e+20,4.79292,23.8015,4.79292,2.54179e+18,-1.78654e-05,-1.78496e-21,1.76291e-21,-8.296819999999999e-22,-1.78654e-05,1.54562e-22,3.23832e-23,1.7969700000000002e-24,2.36685e-05,1211850000000000.0,-1579520.0,0.000571448,-1579520.0,1211850000000000.0,-0.00025484,0.000571448,-0.00025484,31561200000000.0
9225,0.0171624,700.0,-2.60974,1.04856e+20,-136668000000.0,26.1644,-136668000000.0,1.04856e+20,1.2598,26.1644,1.2598,2.4977e+18,-1.47662e-05,2.31909e-23,1.5113299999999999e-21,2.49769e-21,-1.47662e-05,4.66464e-23,2.68143e-23,6.68832e-25,2.20475e-05,1337480000000000.0,-1743260.0,0.000636023,-1743260.0,1337480000000000.0,-0.000216784,0.000636023,-0.000216784,35347900000000.0
9226,0.017479,100.0,-2.58215,1.32179e+20,-172281000000.0,4.54984,-172281000000.0,1.32179e+20,130.581,4.54984,130.581,3.50825e+18,-2.50743e-05,-1.5778999999999998e-21,3.52795e-21,-8.33214e-22,-2.50743e-05,1.72016e-21,9.14604e-23,-1.68379e-23,3.8184e-05,296652000000000.0,-386653.0,1.89916e-05,-386653.0,296652000000000.0,-5.11725e-05,1.89916e-05,-5.11725e-05,6966830000000.0
9227,0.017479,200.0,-2.59033,1.26619e+20,-165034000000.0,8.30879,-165034000000.0,1.26619e+20,58.1378,8.30879,58.1378,3.1509e+18,-2.31618e-05,2.49891e-22,2.66734e-21,-1.1990499999999999e-21,-2.31618e-05,1.10565e-21,6.25388e-23,6.61198e-25,3.5321e-05,526871000000000.0,-686720.0,4.51655e-05,-686720.0,526871000000000.0,-0.000101938,4.51655e-05,-0.000101938,10286700000000.0
9228,0.017479,300.0,-2.60063,1.2095e+20,-157645000000.0,10.5619,-157645000000.0,1.2095e+20,32.583,10.5619,32.583,2.85077e+18,-2.19763e-05,-7.40807e-22,2.29596e-21,1.07575e-21,-2.19763e-05,8.29737e-22,4.9528800000000003e-23,5.40746e-24,3.05465e-05,724874000000000.0,-944796.0,0.000181328,-944796.0,724874000000000.0,-0.00018312,0.000181328,-0.00018312,14855400000000.0
9229,0.017479,400.0,-2.61,1.16131e+20,-151364000000.0,14.5014,-151364000000.0,1.16131e+20,18.6875,14.5014,18.6875,2.67248e+18,-2.0955e-05,-4.63171e-22,2.1457399999999997e-21,-1.4674e-21,-2.0955e-05,5.97561e-22,4.32496e-23,5.8523800000000005e-24,2.81328e-05,906294000000000.0,-1181260.0,0.000341527,-1181260.0,906294000000000.0,-0.000247591,0.000341527,-0.000247591,20746100000000.0
9230,0.017479,500.0,-2.61831,1.12122e+20,-146139000000.0,18.6065,-146139000000.0,1.12122e+20,10.053,18.6065,10.053,2.57494e+18,-1.90775e-05,8.22644e-22,1.94836e-21,2.87342e-21,-1.90775e-05,3.94611e-22,3.71917e-23,4.9814100000000005e-24,2.64386e-05,1065560000000000.0,-1388840.0,0.000481758,-1388840.0,1065560000000000.0,-0.000267466,0.000481758,-0.000267466,26639000000000.0
9231,0.017479,600.0,-2.62634,1.08613e+20,-141565000000.0,22.1589,-141565000000.0,1.08613e+20,4.56274,22.1589,4.56274,2.51874e+18,-1.64632e-05,-1.97584e-22,1.7049e-21,-1.57655e-21,-1.64632e-05,2.26793e-22,3.1138900000000004e-23,3.53013e-24,2.46995e-05,1205230000000000.0,-1570890.0,0.000585103,-1570890.0,1205230000000000.0,-0.000249391,0.000585103,-0.000249391,31630400000000.0
9232,0.017479,700.0,-2.63481,1.05424e+20,-137409000000.0,24.9448,-137409000000.0,1.05424e+20,1.13141,24.9448,1.13141,2.47924e+18,-1.34718e-05,-1.5210099999999999e-21,1.46377e-21,-1.45643e-21,-1.34718e-05,9.2599e-23,2.5823300000000002e-23,1.78757e-24,2.28743e-05,1328940000000000.0,-1732130.0,0.000650002,-1732130.0,1328940000000000.0,-0.000210708,0.000650002,-0.000210708,35448500000000.0
9233,0.0177956,100.0,-2.61427,1.38732e+20,-180823000000.0,-20.2228,-180823000000.0,1.38732e+20,115.965,-20.2228,115.965,3.23255e+18,-2.1349e-05,-6.08229e-22,3.34088e-21,-4.37535e-22,-2.1349e-05,3.45071e-21,8.7322e-23,2.60585e-23,4.36662e-05,298691000000000.0,-389311.0,1.85243e-05,-389311.0,298691000000000.0,-3.75554e-05,1.85243e-05,-3.75554e-05,6753610000000.0
9234,0.0177956,200.0,-2.6201,1.29686e+20,-169031000000.0,-1.38798,-169031000000.0,1.29686e+20,54.638,-1.38798,54.638,3.01554e+18,-2.03578e-05,1.24422e-21,2.6376e-21,2.2242399999999998e-21,-2.03578e-05,1.5843499999999998e-21,6.199230000000001e-23,1.0816800000000001e-23,4.14104e-05,526446000000000.0,-686165.0,5.96963e-05,-686165.0,526446000000000.0,-0.000101437,5.96963e-05,-0.000101437,10326300000000.0
9235,0.0177956,300.0,-2.62867,1.22783e+20,-160034000000.0,5.78781,-160034000000.0,1.22783e+20,30.9208,5.78781,30.9208,2.77931e+18,-1.96492e-05,2.54698e-22,2.23928e-21,-9.38554e-24,-1.96492e-05,1.0823999999999999e-21,4.8128300000000004e-23,1.0823700000000001e-23,3.46624e-05,725782000000000.0,-945978.0,0.000185568,-945978.0,725782000000000.0,-0.000180501,0.000185568,-0.000180501,14898900000000.0
9236,0.0177956,400.0,-2.6368,1.1742e+20,-153044000000.0,11.4567,-153044000000.0,1.1742e+20,17.7548,11.4567,17.7548,2.62787e+18,-1.90515e-05,-4.1255599999999996e-21,2.07122e-21,-4.71253e-22,-1.90515e-05,7.59767e-22,4.15094e-23,9.49546e-24,3.06036e-05,905566000000000.0,-1180310.0,0.000347102,-1180310.0,905566000000000.0,-0.000242615,0.000347102,-0.000242615,20783200000000.0
9237,0.0177956,500.0,-2.6443,1.13078e+20,-147385000000.0,16.4457,-147385000000.0,1.13078e+20,9.49964,16.4457,9.49964,2.54333e+18,-1.74463e-05,-1.4646899999999999e-21,1.87398e-21,4.09109e-23,-1.74463e-05,5.02744e-22,3.5554400000000004e-23,7.49813e-24,2.78999e-05,1061900000000000.0,-1384080.0,0.000492243,-1384080.0,1061900000000000.0,-0.000261018,0.000492243,-0.000261018,26700500000000.0
9238,0.0177956,600.0,-2.65182,1.09325e+20,-142494000000.0,20.5748,-142494000000.0,1.09325e+20,4.23329,20.5748,4.23329,2.49468e+18,-1.50016e-05,-1.13172e-21,1.63975e-21,-1.76864e-21,-1.50016e-05,2.97465e-22,2.9764600000000003e-23,5.21325e-24,2.56619e-05,1198870000000000.0,-1562590.0,0.000598433,-1562590.0,1198870000000000.0,-0.000242158,0.000598433,-0.000242158,31720900000000.0
9239,0.0177956,700.0,-2.65998,1.05949e+20,-138094000000.0,23.7675,-138094000000.0,1.05949e+20,0.9453,23.7675,0.9453,2.4602e+18,-1.21275e-05,-1.73948e-22,1.41073e-21,-7.504599999999999e-22,-1.21275e-05,1.37349e-22,2.47325e-23,2.8701200000000003e-24,2.36477e-05,1320590000000000.0,-1721250.0,0.000663426,-1721250.0,1320590000000000.0,-0.000203197,0.000663426,-0.000203197,35556700000000.0
9240,0.0181121,100.0,-2.64646,1.44231e+20,-187990000000.0,-41.2659,-187990000000.0,1.44231e+20,86.9948,-41.2659,86.9948,2.95609e+18,-1.64805e-05,1.74289e-22,2.95599e-21,-1.473e-21,-1.64805e-05,4.65661e-21,7.90024e-23,5.66119e-23,4.7893e-05,302076000000000.0,-393724.0,1.32203e-05,-393724.0,302076000000000.0,1.67499e-05,1.32203e-05,1.67499e-05,6499430000000.0
9241,0.0181121,200.0,-2.6502,1.32381e+20,-172544000000.0,-10.4918,-172544000000.0,1.32381e+20,49.157,-10.4918,49.157,2.86836e+18,-1.71393e-05,-5.9781e-22,2.51837e-21,1.89237e-22,-1.71393e-05,2.03408e-21,5.96332e-23,2.0335900000000001e-23,4.67866e-05,526786000000000.0,-686609.0,7.4201e-05,-686609.0,526786000000000.0,-9.34262e-05,7.4201e-05,-9.34262e-05,10399600000000.0
9242,0.0181121,300.0,-2.65697,1.24409e+20,-162153000000.0,1.21249,-162153000000.0,1.24409e+20,28.5917,1.21249,28.5917,2.7007e+18,-1.71767e-05,-5.47771e-22,2.15366e-21,5.05353e-22,-1.71767e-05,1.32745e-21,4.6210300000000004e-23,1.60371e-23,3.843e-05,727480000000000.0,-948192.0,0.000191117,-948192.0,727480000000000.0,-0.000174545,0.000191117,-0.000174545,15002500000000.0
9243,0.0181121,400.0,-2.66379,1.18584e+20,-154562000000.0,8.54017,-154562000000.0,1.18584e+20,16.5151,8.54017,16.5151,2.57961e+18,-1.70713e-05,-2.8160799999999997e-21,1.9831899999999998e-21,-1.10996e-21,-1.70713e-05,9.17559e-22,3.95429e-23,1.3002200000000001e-23,3.28881e-05,905455000000000.0,-1180160.0,0.000353452,-1180160.0,905455000000000.0,-0.000235339,0.000353452,-0.000235339,20877000000000.0
9244,0.0181121,500.0,-2.67042,1.13953e+20,-148525000000.0,14.3788,-148525000000.0,1.13953e+20,8.78032,14.3788,8.78032,2.50995e+18,-1.57538e-05,-1.85413e-21,1.7903999999999997e-21,-8.3065e-22,-1.57538e-05,6.07805e-22,3.3758100000000004e-23,9.920510000000001e-24,2.9244e-05,1058650000000000.0,-1379830.0,0.000502799,-1379830.0,1058650000000000.0,-0.000252549,0.000502799,-0.000252549,26800800000000.0
9245,0.0181121,600.0,-2.67741,1.09979e+20,-143346000000.0,19.0591,-143346000000.0,1.09979e+20,3.80857,19.0591,3.80857,2.46974e+18,-1.34863e-05,-1.495e-21,1.56756e-21,-4.41405e-22,-1.34863e-05,3.65906e-22,2.8265e-23,6.83077e-24,2.65425e-05,1192770000000000.0,-1554650.0,0.000611361,-1554650.0,1192770000000000.0,-0.000233178,0.000611361,-0.000233178,31831600000000.0
9246,0.0181121,700.0,-2.68525,1.06429e+20,-138719000000.0,22.6389,-138719000000.0,1.06429e+20,0.703779,22.6389,0.703779,2.44068e+18,-1.07366e-05,-1.1349e-21,1.3523199999999999e-21,-1.0634599999999999e-21,-1.07366e-05,1.80469e-22,2.3546200000000002e-23,3.90649e-24,2.43616e-05,1312430000000000.0,-1710620.0,0.000676214,-1710620.0,1312430000000000.0,-0.000194281,0.000676214,-0.000194281,35671500000000.0
9247,0.0184287,100.0,-2.6786,1.4814e+20,-193085000000.0,-57.5737,-193085000000.0,1.4814e+20,53.8914,-57.5737,53.8914,2.6911e+18,-1.10824e-05,2.91552e-22,2.4302e-21,8.12081e-22,-1.10824e-05,4.91277e-21,6.826630000000001e-23,6.6668e-23,5.09784e-05,307374000000000.0,-400628.0,5.54039e-06,-400628.0,307374000000000.0,7.95887e-05,5.54039e-06,7.95887e-05,6204260000000.0
9248,0.0184287,200.0,-2.68052,1.34603e+20,-175440000000.0,-18.5249,-175440000000.0,1.34603e+20,42.1457,-18.5249,42.1457,2.71497e+18,-1.36209e-05,2.29933e-22,2.3128099999999998e-21,1.99371e-22,-1.36209e-05,2.43039e-21,5.55836e-23,2.8696700000000004e-23,5.12916e-05,528165000000000.0,-688406.0,8.67938e-05,-688406.0,528165000000000.0,-7.96453e-05,8.67938e-05,-7.96453e-05,10501300000000.0
9249,0.0184287,300.0,-2.68549,1.258e+20,-163966000000.0,-3.04308,-163966000000.0,1.258e+20,25.6746,-3.04308,25.6746,2.61688e+18,-1.45998e-05,8.66001e-22,2.03853e-21,1.8209299999999997e-21,-1.45998e-05,1.5591e-21,4.37687e-23,2.0929400000000002e-23,4.17613e-05,730119000000000.0,-951632.0,0.00019715,-951632.0,730119000000000.0,-0.00016546,0.00019715,-0.00016546,15159300000000.0
9250,0.0184287,400.0,-2.69094,1.19615e+20,-155905000000.0,5.78982,-155905000000.0,1.19615e+20,14.9935,5.78982,14.9935,2.5284e+18,-1.50345e-05,-1.16718e-21,1.88124e-21,8.02405e-24,-1.50345e-05,1.06884e-21,3.73466e-23,1.6329300000000002e-23,3.4937e-05,905979000000000.0,-1180850.0,0.000360322,-1180850.0,905979000000000.0,-0.000225852,0.000360322,-0.000225852,21023200000000.0
9251,0.0184287,500.0,-2.69667,1.1474e+20,-149551000000.0,12.4226,-149551000000.0,1.1474e+20,7.90563,12.4226,7.90563,2.4751e+18,-1.40103e-05,-2.19562e-21,1.6975599999999998e-21,-1.02748e-21,-1.40103e-05,7.08705e-22,3.1805900000000004e-23,1.22248e-23,3.04449e-05,1055790000000000.0,-1376110.0,0.000513322,-1376110.0,1055790000000000.0,-0.000242121,0.000513322,-0.000242121,26937400000000.0
9252,0.0184287,600.0,-2.7031,1.1057e+20,-144116000000.0,17.6214,-144116000000.0,1.1057e+20,3.29389,17.6214,3.29389,2.44407e+18,-1.19231e-05,-2.58337e-23,1.48842e-21,1.12878e-21,-1.19231e-05,4.31447e-22,2.66451e-23,8.36756e-24,2.73288e-05,1186950000000000.0,-1547060.0,0.000623802,-1547060.0,1186950000000000.0,-0.000222502,0.000623802,-0.000222502,31960900000000.0
9253,0.0184287,700.0,-2.71061,1.0686e+20,-139280000000.0,21.5651,-139280000000.0,1.0686e+20,0.409833,21.5651,0.409833,2.42074e+18,-9.30261e-06,-1.55403e-21,1.2887099999999999e-21,-4.15661e-22,-9.30261e-06,2.21538e-22,2.22691e-23,4.8869900000000006e-24,2.50103e-05,1304490000000000.0,-1700260.0,0.000688283,-1700260.0,1304490000000000.0,-0.000184001,0.000688283,-0.000184001,35791700000000.0
9254,0.0187452,100.0,-2.7106,1.5022e+20,-195796000000.0,-69.0117,-195796000000.0,1.5022e+20,27.2448,-69.0117,27.2448,2.44155e+18,-5.91304e-06,1.3181e-22,1.7611999999999997e-21,-2.16637e-22,-5.91304e-06,4.30778e-21,5.584e-23,5.92708e-23,5.33268e-05,314532000000000.0,-409958.0,1.52932e-07,-409958.0,314532000000000.0,0.000112917,1.52932e-07,0.000112917,5891440000000.0
9255,0.0187452,200.0,-2.71099,1.36278e+20,-177624000000.0,-25.1295,-177624000000.0,1.36278e+20,34.1567,-25.1295,34.1567,2.56064e+18,-9.9208e-06,-4.73197e-22,2.02899e-21,2.40934e-22,-9.9208e-06,2.7563799999999997e-21,5.0052800000000004e-23,3.55785e-23,5.47672e-05,530706000000000.0,-691718.0,9.58471e-05,-691718.0,530706000000000.0,-6.24027e-05,9.58471e-05,-6.24027e-05,10624600000000.0
9256,0.0187452,300.0,-2.71416,1.26932e+20,-165442000000.0,-6.8752,-165442000000.0,1.26932e+20,22.2733,-6.8752,22.2733,2.52984e+18,-1.19645e-05,-7.184399999999999e-22,1.89463e-21,-1.16829e-21,-1.19645e-05,1.77178e-21,4.08239e-23,2.5391800000000002e-23,4.45743e-05,733801000000000.0,-956431.0,0.000202883,-956431.0,733801000000000.0,-0.000153635,0.000202883,-0.000153635,15361000000000.0
9257,0.0187452,400.0,-2.7182,1.20502e+20,-157062000000.0,3.24027,-157062000000.0,1.20502e+20,13.2226,3.24027,13.2226,2.47503e+18,-1.29615e-05,1.47488e-21,1.76527e-21,7.04103e-22,-1.29615e-05,1.2115599999999999e-21,3.4921900000000003e-23,1.94349e-23,3.67045e-05,907135000000000.0,-1182350.0,0.000367436,-1182350.0,907135000000000.0,-0.000214301,0.000367436,-0.000214301,21216400000000.0
9258,0.0187452,500.0,-2.72301,1.15435e+20,-150457000000.0,10.5926,-150457000000.0,1.15435e+20,6.88876,10.5926,6.88876,2.43912e+18,-1.22259e-05,-5.26451e-22,1.5954899999999999e-21,2.94739e-22,-1.22259e-05,8.04372e-22,2.97019e-23,1.43881e-23,3.1478e-05,1053310000000000.0,-1372880.0,0.000523688,-1372880.0,1053310000000000.0,-0.000229821,0.000523688,-0.000229821,27107000000000.0
9259,0.0187452,600.0,-2.72888,1.11094e+20,-144800000000.0,16.2705,-144800000000.0,1.11094e+20,2.69578,16.2705,2.69578,2.41784e+18,-1.03176e-05,-1.5314799999999998e-21,1.4024899999999999e-21,-9.51928e-22,-1.03176e-05,4.93433e-22,2.49104e-23,9.808990000000001e-24,2.80088e-05,1181390000000000.0,-1539810.0,0.000635661,-1539810.0,1181390000000000.0,-0.000210195,0.000635661,-0.000210195,32106500000000.0
9260,0.0187452,700.0,-2.73606,1.0724e+20,-139776000000.0,20.5516,-139776000000.0,1.0724e+20,0.0670864,20.5516,0.0670864,2.40049e+18,-7.82909e-06,-1.24941e-21,1.22007e-21,-8.99623e-22,-7.82909e-06,2.60146e-22,2.09061e-23,5.802240000000001e-24,2.55886e-05,1296750000000000.0,-1690170.0,0.000699545,-1690170.0,1296750000000000.0,-0.00017241,0.000699545,-0.00017241,35915900000000.0
9261,0.0190618,100.0,-2.74233,1.50671e+20,-196383000000.0,-75.2826,-196383000000.0,1.50671e+20,11.4181,-75.2826,11.4181,2.20559e+18,-1.70636e-06,-2.73117e-23,8.76674e-22,-6.24266e-23,-1.70636e-06,3.40691e-21,4.1112700000000004e-23,4.55829e-23,5.48921e-05,322436000000000.0,-420261.0,-1.51262e-06,-420261.0,322436000000000.0,0.000100457,-1.51262e-06,0.000100457,5620890000000.0
9262,0.0190618,200.0,-2.74151,1.37361e+20,-179036000000.0,-30.0912,-179036000000.0,1.37361e+20,25.7298,-30.0912,25.7298,2.41011e+18,-6.1499e-06,-1.22271e-22,1.68034e-21,-5.25654e-22,-6.1499e-06,3.0033299999999997e-21,4.33305e-23,4.08551e-23,5.70628e-05,534429000000000.0,-696571.0,0.000100053,-696571.0,534429000000000.0,-4.38882e-05,0.000100053,-4.38882e-05,10760500000000.0
9263,0.0190618,300.0,-2.74292,1.27791e+20,-166561000000.0,-10.2044,-166561000000.0,1.27791e+20,18.508,-10.2044,18.508,2.44156e+18,-9.31978e-06,-1.19382e-21,1.72402e-21,-1.32603e-21,-9.31978e-06,1.9604799999999997e-21,3.7419999999999996e-23,2.9329500000000004e-23,4.67961e-05,738573000000000.0,-962650.0,0.00020762,-962650.0,738573000000000.0,-0.000139606,0.00020762,-0.000139606,15598100000000.0
9264,0.0190618,400.0,-2.74556,1.21242e+20,-158026000000.0,0.921281,-158026000000.0,1.21242e+20,11.24,0.921281,11.24,2.4203e+18,-1.0873e-05,6.1884999999999995e-22,1.6354999999999999e-21,6.62859e-22,-1.0873e-05,1.34376e-21,3.22762e-23,2.22802e-23,3.81482e-05,908885000000000.0,-1184630.0,0.000374513,-1184630.0,908885000000000.0,-0.000200885,0.000374513,-0.000200885,21450300000000.0
9265,0.0190618,500.0,-2.74944,1.16036e+20,-151240000000.0,8.90292,-151240000000.0,1.16036e+20,5.74507,8.90292,5.74507,2.40236e+18,-1.04105e-05,-8.424519999999999e-22,1.4842799999999999e-21,-3.23939e-22,-1.04105e-05,8.93764e-22,2.74514e-23,1.63885e-23,3.23206e-05,1051180000000000.0,-1370100.0,0.000533758,-1370100.0,1051180000000000.0,-0.000215759,0.000533758,-0.000215759,27305300000000.0
9266,0.0190618,600.0,-2.75475,1.1155e+20,-145394000000.0,15.0148,-145394000000.0,1.1155e+20,2.02181,15.0148,2.02181,2.39123e+18,-8.67515e-06,2.54273e-22,1.3099399999999999e-21,7.5836e-22,-8.67515e-06,5.51224e-22,2.3066800000000002e-23,1.11411e-23,2.85715e-05,1176080000000000.0,-1532900.0,0.000646834,-1532900.0,1176080000000000.0,-0.000196341,0.000646834,-0.000196341,32265700000000.0
9267,0.0190618,700.0,-2.76159,1.07568e+20,-140203000000.0,19.6038,-140203000000.0,1.07568e+20,-0.320249,19.6038,-0.320249,2.38001e+18,-6.31945e-06,-2.0711999999999998e-22,1.1466099999999999e-21,2.59354e-22,-6.31945e-06,2.95891e-22,1.94627e-23,6.64329e-24,2.60918e-05,1289230000000000.0,-1680370.0,0.000709911,-1680370.0,1289230000000000.0,-0.000159573,0.000709911,-0.000159573,36042100000000.0
9268,0.0193784,100.0,-2.77371,1.50114e+20,-195658000000.0,-75.7031,-195658000000.0,1.50114e+20,3.43841,-75.7031,3.43841,1.9862e+18,1.0997e-06,-4.0162699999999998e-22,-2.68631e-22,-3.6109399999999997e-22,1.0997e-06,2.8488299999999997e-21,2.3385400000000002e-23,3.64699e-23,5.45195e-05,328598000000000.0,-428292.0,-4.44835e-06,-428292.0,328598000000000.0,5.58531e-05,-4.44835e-06,5.58531e-05,5440670000000.0
9269,0.0193784,200.0,-2.77204,1.37835e+20,-179653000000.0,-33.3489,-179653000000.0,1.37835e+20,17.3125,-33.3489,17.3125,2.26742e+18,-2.4066e-06,-4.41248e-22,1.28585e-21,-4.36176e-22,-2.4066e-06,3.1683699999999997e-21,3.5780700000000003e-23,4.4526600000000004e-23,5.80528e-05,539324000000000.0,-702950.0,9.85407e-05,-702950.0,539324000000000.0,-2.56965e-05,9.85407e-05,-2.56965e-05,10896900000000.0
9270,0.0193784,300.0,-2.77173,1.2837e+20,-167317000000.0,-12.9792,-167317000000.0,1.2837e+20,14.5062,-12.9792,14.5062,2.35384e+18,-6.7165e-06,-1.34635e-21,1.5298899999999999e-21,-9.606699999999999e-22,-6.7165e-06,2.1209e-21,3.3621999999999997e-23,3.26652e-23,4.83661e-05,744421000000000.0,-970272.0,0.000210799,-970272.0,744421000000000.0,-0.000124022,0.000210799,-0.000124022,15860200000000.0
9271,0.0193784,400.0,-2.77298,1.21832e+20,-158794000000.0,-1.14348,-158794000000.0,1.21832e+20,9.08706,-1.14348,9.08706,2.365e+18,-8.78925e-06,-1.46239e-21,1.49246e-21,-8.58806e-22,-8.78925e-06,1.46362e-21,2.94223e-23,2.48301e-23,3.9231e-05,911167000000000.0,-1187610.0,0.000381288,-1187610.0,911167000000000.0,-0.00018585,0.000381288,-0.00018585,21717700000000.0
9272,0.0193784,500.0,-2.77593,1.16538e+20,-151895000000.0,7.36603,-151895000000.0,1.16538e+20,4.49164,7.36603,4.49164,2.36519e+18,-8.5734e-06,-1.5681599999999999e-21,1.36415e-21,2.52208e-22,-8.5734e-06,9.75883e-22,2.50613e-23,1.82055e-23,3.29522e-05,1049360000000000.0,-1367730.0,0.000543385,-1367730.0,1049360000000000.0,-0.000200065,0.000543385,-0.000200065,27527400000000.0
9273,0.0193784,600.0,-2.78068,1.11936e+20,-145896000000.0,13.8617,-145896000000.0,1.11936e+20,1.28053,13.8617,1.28053,2.36441e+18,-7.00116e-06,-9.98908e-22,1.2110000000000001e-21,-1.29039e-21,-7.00116e-06,6.04204e-22,2.11208e-23,1.2350600000000001e-23,2.90072e-05,1171010000000000.0,-1526290.0,0.000657213,-1526290.0,1171010000000000.0,-0.000181033,0.000657213,-0.000181033,32435200000000.0
9274,0.0193784,700.0,-2.7872,1.07841e+20,-140559000000.0,18.7265,-140559000000.0,1.07841e+20,-0.747436,18.7265,-0.747436,2.35942e+18,-4.77706e-06,-7.28667e-22,1.06855e-21,-2.93293e-22,-4.77706e-06,3.2839e-22,1.7944600000000002e-23,7.401670000000001e-24,2.65158e-05,1281910000000000.0,-1670830.0,0.000719292,-1670830.0,1281910000000000.0,-0.000145564,0.000719292,-0.000145564,36168400000000.0
9275,0.0196949,100.0,-2.80473,1.49363e+20,-194678000000.0,-70.0721,-194678000000.0,1.49363e+20,-2.80473,-70.0721,-2.80473,1.79609e+18,2.7714e-06,-4.53556e-22,-1.5392899999999999e-21,-7.081799999999999e-22,2.7714e-06,2.9021699999999998e-21,3.940070000000001e-24,3.57973e-23,5.0625e-05,329498000000000.0,-429466.0,-1.72321e-05,-429466.0,329498000000000.0,8.82161e-06,-1.72321e-05,8.82161e-06,5328830000000.0
9276,0.0196949,200.0,-2.8025,1.37701e+20,-179478000000.0,-34.9873,-179478000000.0,1.37701e+20,9.23525,-34.9873,9.23525,2.13583e+18,1.21916e-06,-3.9302e-22,8.69337e-22,-6.00454e-22,1.21916e-06,3.2506799999999998e-21,2.78254e-23,4.6634700000000003e-23,5.76631e-05,545425000000000.0,-710902.0,9.10545e-05,-710902.0,545425000000000.0,-8.75498e-06,9.10545e-05,-8.75498e-06,11017900000000.0
9277,0.0196949,300.0,-2.80054,1.28674e+20,-167713000000.0,-15.1778,-167713000000.0,1.28674e+20,10.3935,-15.1778,10.3935,2.26835e+18,-4.20529e-06,-7.75527e-22,1.3164399999999999e-21,-4.68362e-22,-4.20529e-06,2.24965e-21,2.9511e-23,3.53411e-23,4.92397e-05,751263000000000.0,-979190.0,0.000212025,-979190.0,751263000000000.0,-0.000107608,0.000212025,-0.000107608,16135800000000.0
9278,0.0196949,400.0,-2.80042,1.22272e+20,-159368000000.0,-2.93714,-159368000000.0,1.22272e+20,6.80701,-2.93714,6.80701,2.3099e+18,-6.72902e-06,-1.03027e-21,1.33698e-21,-6.77175e-22,-6.72902e-06,1.56956e-21,2.63782e-23,2.70543e-23,3.99216e-05,913882000000000.0,-1191150.0,0.000387522,-1191150.0,913882000000000.0,-0.000169475,0.000387522,-0.000169475,22010600000000.0
