quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
8054,-0.0357039,500.0,-0.101277,2.8799723424187752e+19,-37537427588.28229,16.050513715105897,-37537427588.28229,2.8799723424187752e+19,-7.916420544229475,16.050513715105897,-7.916420544229475,8.914516653773912e+17,-5.43035e-05,1.6795199999999999e-21,-1.6127299999999999e-21,2.0739499999999998e-21,-5.43035e-05,7.2676299999999995e-22,-6.58363e-23,3.0346200000000004e-23,-2.57439e-05,406406933927725.6,-529705.9904554843,5.766463827293431e-05,-529705.9904554843,406406933927725.6,1.3010411727875153e-05,5.766463827293431e-05,1.3010411727875153e-05,13369529213082.564
8055,-0.0357039,600.0,-0.107356,2.968879072604486e+19,-38695986999.53604,15.546255479552007,-38695986999.53604,2.968879072604486e+19,-6.957567618996225,15.546255479552007,-6.957567618996225,9.25766993973897e+17,-7.4897e-05,-5.70321e-21,-7.8887299999999995e-22,7.63356e-22,-7.4897e-05,7.77605e-22,-3.82984e-23,3.03786e-23,-4.87352e-05,554976650542335.06,-723352.7539018386,3.796194182536995e-05,-723352.7539018386,554976650542335.06,4.0864243513995874e-05,3.796194182536995e-05,4.0864243513995874e-05,15898237840339.201
8056,-0.0357039,700.0,-0.115381,3.121770929335514e+19,-40688945313.31216,14.822733330609978,-40688945313.31216,3.121770929335514e+19,-6.256246486685441,14.822733330609978,-6.256246486685441,9.57174374380437e+17,-9.46464e-05,2.7501199999999997e-21,-2.75238e-22,1.0508699999999999e-20,-9.46464e-05,5.8952e-22,-2.14378e-23,2.35618e-23,-6.72702e-05,704488306244073.6,-918226.3480938271,6.1392869112073e-05,-918226.3480938271,704488306244073.6,4.368646754725822e-05,6.1392869112073e-05,4.368646754725822e-05,18098268757792.66
8057,-0.0353874,100.0,-0.0967608,3.4915654352580674e+19,-45508747525.08314,-6.610359118432629,-45508747525.08314,3.4915654352580674e+19,68.7825994108807,-6.610359118432629,68.7825994108807,4.999874272678299e+17,3.53784e-06,-1.3770299999999998e-21,-1.3340899999999998e-20,-1.5619099999999998e-21,3.53784e-06,-1.64044e-20,-1.9563e-22,-1.87146e-22,-2.07077e-05,74328233703959.97,-96878.82009996731,4.234439684246295e-05,-96878.82009996731,74328233703959.97,-6.391172202790026e-05,4.234439684246295e-05,-6.391172202790026e-05,1617432608993.7266
8058,-0.0353874,200.0,-0.0970922,3.1824194869073486e+19,-41479198841.72383,9.403862992607852,-41479198841.72383,3.1824194869073486e+19,16.037424098363772,9.403862992607852,16.037424098363772,6.529203494631468e+17,-3.44232e-06,-1.0922799999999999e-21,-7.80669e-21,-6.36817e-22,-3.44232e-06,-9.08664e-21,-1.68069e-22,-1.99903e-22,2.33007e-05,127046536803282.78,-165591.3515624049,0.00016113343875468082,-165591.3515624049,127046536803282.78,-0.00020240525700174515,0.00016113343875468082,-0.00020240525700174515,4870569391998.272
8059,-0.0353874,300.0,-0.0978362,2.989976454882966e+19,-38971125610.272415,15.657671217351135,-38971125610.272415,2.989976454882966e+19,-3.770913256084072,15.657671217351135,-3.770913256084072,7.740840018478769e+17,-1.82642e-05,-2.70658e-21,-4.62147e-21,-7.24123e-22,-1.82642e-05,-2.64181e-21,-1.39485e-22,-6.361650000000001e-23,1.96193e-05,192407869720585.16,-250782.68386656756,0.00016243008078960637,-250782.68386656756,192407869720585.16,-0.0001398815476668135,0.00016243008078960637,-0.0001398815476668135,7633479495278.183
8060,-0.0353874,400.0,-0.100064,2.910925436126618e+19,-37940639115.77002,17.398975232781147,-37940639115.77002,2.910925436126618e+19,-8.13129558612173,17.398975232781147,-8.13129558612173,8.439876884338476e+17,-3.46667e-05,-3.50978e-21,-2.78216e-21,-1.6258199999999999e-21,-3.46667e-05,-6.9394e-23,-1.0006799999999999e-22,7.05533e-24,-2.20654e-06,287963868552142.7,-375330.64382701577,0.00010225403271624718,-375330.64382701577,287963868552142.7,-5.908165345005703e-05,0.00010225403271624718,-5.908165345005703e-05,10789283428143.215
8061,-0.0353874,500.0,-0.104276,2.927120628605597e+19,-38151869597.70663,17.215361275578903,-38151869597.70663,2.927120628605597e+19,-8.141228295296635,17.215361275578903,-8.141228295296635,8.935383042815767e+17,-5.424e-05,-8.214509999999999e-21,-1.5185999999999998e-21,-2.95837e-21,-5.424e-05,6.71956e-22,-6.200480000000001e-23,2.79122e-23,-2.76343e-05,419245024701078.0,-546440.1671532567,4.6615975105975626e-05,-546440.1671532567,419245024701078.0,3.234623958384755e-06,4.6615975105975626e-05,3.234623958384755e-06,13822737943342.172
8062,-0.0353874,600.0,-0.110583,3.024907765443807e+19,-39426438945.57684,16.339768579191624,-39426438945.57684,3.024907765443807e+19,-7.354696324586151,16.339768579191624,-7.354696324586151,9.343958746576256e+17,-7.53378e-05,2.93729e-21,-6.716879999999999e-22,5.5839099999999996e-21,-7.53378e-05,6.97053e-22,-3.4482999999999997e-23,2.7714e-23,-4.99115e-05,570450630804738.4,-743521.0300507796,3.334284707031151e-05,-743521.0300507796,570450630804738.4,3.817676553543184e-05,3.334284707031151e-05,3.817676553543184e-05,16355784110264.338
8063,-0.0353874,700.0,-0.118858,3.186603031081792e+19,-41534123900.21038,15.393517618312064,-41534123900.21038,3.186603031081792e+19,-6.635794040376634,15.393517618312064,-6.635794040376634,9.702306254328247e+17,-9.5193e-05,-1.56103e-21,-1.72439e-22,1.5092099999999999e-21,-9.5193e-05,5.14711e-22,-1.84851e-23,2.1376700000000002e-23,-6.77956e-05,720981223339148.1,-939721.5520576069,6.325903780485678e-05,-939721.5520576069,720981223339148.1,4.326580319744765e-05,6.325903780485678e-05,4.326580319744765e-05,18545215004748.195
8064,-0.0350708,100.0,-0.0994968,3.4778085047212483e+19,-45329342777.97051,9.24306603400119,-45329342777.97051,3.4778085047212483e+19,81.57115496793448,9.24306603400119,81.57115496793448,5.3444905158086515e+17,8.21208e-06,-1.9382399999999997e-21,-1.39049e-20,-3.32245e-21,8.21208e-06,-1.0191e-20,-2.0673e-22,-9.52534e-23,-1.79471e-05,71886891851978.2,-93696.7599358725,3.558553473879518e-05,-93696.7599358725,71886891851978.2,-4.786051533308449e-05,3.558553473879518e-05,-4.786051533308449e-05,1472243093408.4065
8065,-0.0350708,200.0,-0.0997713,3.172435445902083e+19,-41349329310.90983,15.522925162652813,-41349329310.90983,3.172435445902083e+19,22.58813562991661,15.522925162652813,22.58813562991661,6.458442566478464e+17,-2.15804e-07,-1.09776e-21,-8.45202e-21,-1.0777599999999999e-21,-2.15804e-07,-6.79509e-21,-1.78689e-22,-1.47972e-22,1.33194e-05,131255746892906.52,-171077.69759141692,0.00014111453823209108,-171077.69759141692,131255746892906.52,-0.00024525219246344487,0.00014111453823209108,-0.00024525219246344487,4808252549939.696
8066,-0.0350708,300.0,-0.100564,3.011407494058794e+19,-39250370767.4377,18.80387609793861,-39250370767.4377,3.011407494058794e+19,-1.4704105470645092,18.80387609793861,-1.4704105470645092,7.633222836126376e+17,-1.63958e-05,-3.0016999999999996e-21,-4.79674e-21,-2.03343e-21,-1.63958e-05,-2.01096e-21,-1.4106899999999999e-22,-4.9449700000000004e-23,1.48053e-05,198810488921545.75,-259128.21284670205,0.00014447933971227202,-259128.21284670205,198810488921545.75,-0.0001782710836390928,0.00014447933971227202,-0.0001782710836390928,7794404783460.748
8067,-0.0350708,400.0,-0.102926,2.947242706107213e+19,-38413918591.70089,19.239606339960208,-38413918591.70089,2.947242706107213e+19,-7.707987647047559,19.239606339960208,-7.707987647047559,8.392651600406112e+17,-3.3892e-05,-1.83435e-21,-2.74231e-21,7.5053e-22,-3.3892e-05,4.43763e-23,-9.67397e-23,8.734960000000001e-24,-5.32478e-06,297619385843096.6,-387917.208631598,8.628213369933958e-05,-387917.208631598,297619385843096.6,-8.000065761803157e-05,8.628213369933958e-05,-8.000065761803157e-05,11146244976475.453
8068,-0.0350708,500.0,-0.10734,2.9740892533861544e+19,-38764001674.76472,18.382056781944915,-38764001674.76472,2.9740892533861544e+19,-8.369269951676555,18.382056781944915,-8.369269951676555,8.965566159068191e+17,-5.43189e-05,-5.6711599999999996e-21,-1.3971499999999998e-21,-1.98704e-21,-5.43189e-05,6.31886e-22,-5.72463e-23,2.5936500000000002e-23,-2.98425e-05,432616966510187.56,-563869.8901524242,3.5680241965811717e-05,-563869.8901524242,432616966510187.56,-5.301577105626634e-06,3.5680241965811717e-05,-5.301577105626634e-06,14256183918912.695
8069,-0.0350708,600.0,-0.113891,3.0819117630599918e+19,-40169210530.90434,17.12191167840622,-40169210530.90434,3.0819117630599918e+19,-7.73927439765275,17.12191167840622,-7.73927439765275,9.436766695869423e+17,-7.58705e-05,1.9751699999999998e-21,-5.41616e-22,3.5735899999999996e-21,-7.58705e-05,6.19243e-22,-3.02488e-23,2.51377e-23,-5.12747e-05,586296766837260.9,-764174.3919966345,2.967056792626661e-05,-764174.3919966345,586296766837260.9,3.5500837218699094e-05,2.967056792626661e-05,3.5500837218699094e-05,16793285300433.4
8070,-0.0350708,700.0,-0.122426,3.25307775139963e+19,-42400348537.55673,15.951058293780944,-42400348537.55673,3.25307775139963e+19,-7.0040742573035315,15.951058293780944,-7.0040742573035315,9.837847952397167e+17,-9.57861e-05,1.16941e-20,-6.48235e-23,1.66818e-20,-9.57861e-05,4.39719e-22,-1.53772e-23,1.9189200000000002e-23,-6.84238e-05,737640968882896.8,-961434.9163004219,6.630404198188702e-05,-961434.9163004219,737640968882896.8,4.231154447103174e-05,6.630404198188702e-05,4.231154447103174e-05,18975042086278.246
8071,-0.0347542,100.0,-0.102341,3.4074068993807733e+19,-44411786310.2629,25.08450520404565,-44411786310.2629,3.4074068993807733e+19,86.5557323551651,25.08450520404565,86.5557323551651,5.4876806566014e+17,1.5237e-05,1.21688e-22,-1.3494499999999999e-20,-3.2207999999999996e-21,1.5237e-05,-4.88402e-21,-1.97699e-22,-1.09151e-23,-1.1431e-05,70502215727983.08,-91891.93278037042,3.768859982869621e-05,-91891.93278037042,70502215727983.08,-2.644590234297194e-05,3.768859982869621e-05,-2.644590234297194e-05,1490776450760.3413
8072,-0.0347542,200.0,-0.102457,3.1510044067262546e+19,-41069827494.59274,21.952775899620054,-41069827494.59274,3.1510044067262546e+19,26.798552017553835,21.952775899620054,26.798552017553835,6.459931189558941e+17,2.35334e-06,-9.36417e-22,-8.73406e-21,-1.44783e-21,2.35334e-06,-4.1496799999999995e-21,-1.80247e-22,-8.65234e-23,4.05814e-06,135797587243271.25,-176997.5409278298,0.00011817126333382005,-176997.5409278298,135797587243271.25,-0.00027025952026054235,0.00011817126333382005,-0.00027025952026054235,4698813087609.4795
8073,-0.0347542,300.0,-0.103315,3.028116004841386e+19,-39468274387.32127,22.04111797967179,-39468274387.32127,3.028116004841386e+19,0.1638835415662856,22.04111797967179,0.1638835415662856,7.560049311946392e+17,-1.48953e-05,-1.8496399999999998e-21,-4.84707e-21,-9.141509999999999e-22,-1.48953e-05,-1.2414e-21,-1.38928e-22,-3.1126200000000004e-23,9.71791e-06,205590397075661.66,-267964.98744339385,0.00012425613850484442,-267964.98744339385,205590397075661.66,-0.00020637372080697456,0.00012425613850484442,-0.00020637372080697456,7922323704721.0205
8074,-0.0347542,400.0,-0.105834,2.9818403597707055e+19,-38865125380.57641,21.093763384439466,-38865125380.57641,2.9818403597707055e+19,-7.433105695462984,21.093763384439466,-7.433105695462984,8.362853472881398e+17,-3.33391e-05,-2.86761e-21,-2.64608e-21,1.41924e-21,-3.33391e-05,2.0067e-22,-9.154640000000001e-23,1.1736400000000001e-23,-8.83469e-06,307788221437663.25,-401171.0872308766,6.957259628014057e-05,-401171.0872308766,307788221437663.25,-9.636832504702453e-05,6.957259628014057e-05,-9.636832504702453e-05,11481698487886.318
8075,-0.0347542,500.0,-0.110472,3.021057878166712e+19,-39376390410.97461,19.536817637751934,-39376390410.97461,3.021057878166712e+19,-8.615457410089183,19.536817637751934,-8.615457410089183,9.006605957442022e+17,-5.45499e-05,2.2190699999999998e-21,-1.24802e-21,8.06183e-21,-5.45499e-05,6.03068e-22,-5.1574200000000004e-23,2.43149e-23,-3.23329e-05,446494526848355.56,-581956.660580216,2.529055117111577e-05,-581956.660580216,446494526848355.56,-1.2255243505515402e-05,2.529055117111577e-05,-1.2255243505515402e-05,14667018223209.08
8076,-0.0347542,600.0,-0.117283,3.139993729113763e+19,-40926355028.733,17.8856523164363,-40926355028.733,3.139993729113763e+19,-8.115280055049016,17.8856523164363,-8.115280055049016,9.537171756056058e+17,-7.64977e-05,6.2205999999999995e-21,-3.99399e-22,1.1272799999999999e-20,-7.64977e-05,5.43501e-22,-2.56292e-23,2.26324e-23,-5.28005e-05,602471426584095.5,-785256.3747260062,2.7216649775846334e-05,-785256.3747260062,602471426584095.5,3.295375179617312e-05,2.7216649775846334e-05,3.295375179617312e-05,17208277482989.047
8077,-0.0347542,700.0,-0.126088,3.3212720880345706e+19,-43289159180.26203,16.491479803824344,-43289159180.26203,3.3212720880345706e+19,-7.361497792109019,16.491479803824344,-7.361497792109019,9.979010485890647e+17,-9.64245e-05,-9.57536e-21,4.6821e-23,6.37476e-21,-9.64245e-05,3.64683e-22,-1.2141800000000001e-23,1.7004999999999998e-23,-6.91386e-05,754426477411030.4,-983312.5424003932,7.06695574949608e-05,-983312.5424003932,754426477411030.4,4.0854233807075425e-05,7.06695574949608e-05,4.0854233807075425e-05,19386287045217.523
8078,-0.0344377,100.0,-0.105219,3.260135878074304e+19,-42492232513.9034,38.13877998096451,-42492232513.9034,3.260135878074304e+19,83.8043462478013,38.13877998096451,83.8043462478013,5.436451489900858e+17,2.18991e-05,-3.10673e-22,-1.2675899999999999e-20,-1.86699e-21,2.18991e-05,-4.2431099999999995e-22,-1.73286e-22,7.6628e-23,-1.0663e-05,71770625256209.94,-93545.33103630677,4.725274646160711e-05,-93545.33103630677,71770625256209.94,-3.492746067356377e-06,4.725274646160711e-05,-3.492746067356377e-06,1649781928487.3958
8079,-0.0344377,200.0,-0.105147,3.1211806132863594e+19,-40681245538.757965,28.4039550121024,-40681245538.757965,3.1211806132863594e+19,28.562570367918706,28.4039550121024,28.562570367918706,6.524352636662328e+17,4.14052e-06,-1.1484799999999999e-21,-8.626339999999999e-21,-1.61706e-21,4.14052e-06,-1.36584e-21,-1.72931e-22,-2.11204e-23,-3.97895e-06,140595316767986.89,-183250.7845024391,9.50927290625471e-05,-183250.7845024391,140595316767986.89,-0.00027698912322090424,9.50927290625471e-05,-0.00027698912322090424,4554929967106.854
8080,-0.0344377,300.0,-0.106092,3.04125695341387e+19,-39639466041.57609,25.280490132364964,-39639466041.57609,3.04125695341387e+19,1.0520971950844884,25.280490132364964,1.0520971950844884,7.51934317046991e+17,-1.37951e-05,-2.70785e-21,-4.761099999999999e-21,-1.64113e-21,-1.37951e-05,-3.8927999999999996e-22,-1.32973e-22,-1.02597e-23,4.55972e-06,212656993502345.2,-277176.48440172285,0.00010311692078462004,-277176.48440172285,212656993502345.2,-0.00022294209569268008,0.00010311692078462004,-0.00022294209569268008,8022138448858.501
8081,-0.0344377,400.0,-0.108793,3.0151547176751665e+19,-39299392665.43271,22.929107313091315,-39299392665.43271,3.0151547176751665e+19,-7.340118084763552,22.929107313091315,-7.340118084763552,8.351432140626016e+17,-3.30234e-05,-1.72944e-21,-2.49119e-21,4.93382e-22,-3.30234e-05,3.84354e-22,-8.448050000000001e-23,1.56011e-23,-1.26687e-05,318424176688517.4,-415030.68142841815,5.285458910893197e-05,-415030.68142841815,318424176688517.4,-0.00010757817016131759,5.285458910893197e-05,-0.00010757817016131759,11795079312241.842
8082,-0.0344377,500.0,-0.113675,3.0683088280142565e+19,-39991859057.00617,20.665373594159522,-39991859057.00617,3.0683088280142565e+19,-8.891750987008692,20.665373594159522,-8.891750987008692,9.059811399611474e+17,-5.49405e-05,-3.36179e-22,-1.0717099999999999e-21,6.00199e-21,-5.49405e-05,5.81438e-22,-4.5029800000000003e-23,2.29275e-23,-3.50666e-05,460831507068256.9,-600646.5800147526,1.5911763777639395e-05,-600646.5800147526,460831507068256.9,-1.7391711778785028e-05,1.5911763777639395e-05,-1.7391711778785028e-05,15052776928373.986
8083,-0.0344377,600.0,-0.120762,3.199358990926566e+19,-41700182371.42908,18.62372703928575,-41700182371.42908,3.199358990926566e+19,-8.486049865748434,18.62372703928575,-8.486049865748434,9.646251895573746e+17,-7.72207e-05,1.69908e-21,-2.46133e-22,9.187469999999999e-21,-7.72207e-05,4.69008e-22,-2.06688e-23,2.01773e-23,-5.44625e-05,618930977989435.1,-806707.9466339789,2.6250841387599138e-05,-806707.9466339789,618930977989435.1,3.0609683762725955e-05,2.6250841387599138e-05,3.0609683762725955e-05,17598656052886.47
8084,-0.0344377,700.0,-0.129849,3.3913657023928783e+19,-44202609101.54075,17.01085526341962,-44202609101.54075,3.3913657023928783e+19,-7.708269972114545,17.01085526341962,-7.708269972114545,1.0126538166348922e+18,-9.71065e-05,4.13986e-21,1.61578e-22,4.79132e-21,-9.71065e-05,2.89697e-22,-8.810250000000001e-24,1.48288e-23,-6.99233e-05,771294116867742.0,-1005300.531935641,7.64844272382849e-05,-1005300.531935641,771294116867742.0,3.891491725602684e-05,7.64844272382849e-05,3.891491725602684e-05,19777589588061.445
8085,-0.0341211,100.0,-0.108037,3.0692841327911207e+19,-40004948673.7483,47.7309024614223,-40004948673.7483,3.0692841327911207e+19,75.97495882194936,47.7309024614223,75.97495882194936,5.384067357017187e+17,2.43902e-05,-3.5784299999999996e-21,-1.1514499999999999e-20,-1.29435e-21,2.43902e-05,3.26028e-21,-1.29534e-22,1.72513e-22,-2.21986e-05,75260163084168.73,-98093.33120631486,5.8894548928390226e-05,-98093.33120631486,75260163084168.73,1.8898660322700684e-05,5.8894548928390226e-05,1.8898660322700684e-05,1843695617451.6287
8086,-0.0341211,200.0,-0.107839,3.08671128919877e+19,-40231835363.94509,34.605096778895025,-40231835363.94509,3.08671128919877e+19,27.912709395545093,34.605096778895025,27.912709395545093,6.642595507899502e+17,5.04509e-06,-1.94071e-21,-8.13963e-21,-1.98459e-21,5.04509e-06,1.34762e-21,-1.57832e-22,4.2981600000000004e-23,-1.04157e-05,145509056229318.97,-189655.45697661414,7.437289239637427e-05,-189655.45697661414,145509056229318.97,-0.00026659186098123,7.437289239637427e-05,-0.00026659186098123,4388871495888.161
8087,-0.0341211,300.0,-0.108898,3.0519853059593744e+19,-39779601938.46234,28.431674200497483,-39779601938.46234,3.0519853059593744e+19,1.1634462015041445,28.431674200497483,1.1634462015041445,7.50799883596007e+17,-1.31137e-05,-1.98168e-21,-4.53633e-21,-8.53425e-22,-1.31137e-05,4.83791e-22,-1.23348e-22,1.1420400000000001e-23,-4.97335e-07,219909924473240.16,-286629.2409627498,8.249615455104447e-05,-286629.2409627498,219909924473240.16,-0.00022759044959104441,8.249615455104447e-05,-0.00022759044959104441,8101523124512.197
8088,-0.0341211,400.0,-0.111806,3.0476221003786666e+19,-39722623606.76134,24.712837086314913,-39722623606.76134,3.0476221003786666e+19,-7.449069894705338,24.712837086314913,-7.449069894705338,8.359003585604302e+17,-3.29555e-05,-1.6225899999999999e-21,-2.27775e-21,-1.6495999999999998e-21,-3.29555e-05,5.78921e-22,-7.560610000000001e-23,1.98369e-23,-1.67608e-05,329475919765297.75,-429434.39302778913,3.6901426210106214e-05,-429434.39302778913,329475919765297.75,-0.00011335762094169242,3.6901426210106214e-05,-0.00011335762094169242,12086644108693.828
8089,-0.0341211,500.0,-0.116955,3.1160217643350524e+19,-40614000840.9847,21.753197743175452,-40614000840.9847,3.1160217643350524e+19,-9.206902759511678,21.753197743175452,-9.206902759511678,9.126414449505215e+17,-5.54955e-05,-6.961539999999999e-21,-8.69605e-22,4.19943e-22,-5.54955e-05,5.62632e-22,-3.7681800000000003e-23,2.1647500000000002e-23,-3.80023e-05,475589408297120.6,-619878.0502596005,8.012231405598777e-06,-619878.0502596005,475589408297120.6,-2.06010034788865e-05,8.012231405598777e-06,-2.06010034788865e-05,15411355429362.604
8090,-0.0341211,600.0,-0.124333,3.2601615439894847e+19,-42492745832.20701,19.328846727043267,-42492745832.20701,3.2601615439894847e+19,-8.854253084929788,19.328846727043267,-8.854253084929788,9.764956753284172e+17,-7.80392e-05,-1.2170699999999999e-20,-8.326060000000001e-23,-5.7477299999999996e-21,-7.80392e-05,3.94876e-22,-1.54223e-23,1.77498e-23,-5.6233e-05,635626655814436.6,-828470.0761156371,2.7029545254179526e-05,-828470.0761156371,635626655814436.6,2.850071551233338e-05,2.7029545254179526e-05,2.850071551233338e-05,17962573064232.656
8091,-0.0341211,700.0,-0.133712,3.4634869240504553e+19,-45142751574.607315,17.505411783035232,-45142751574.607315,3.4634869240504553e+19,-8.044570458726373,17.505411783035232,-8.044570458726373,1.0281072641651511e+18,-9.78293e-05,-8.90775e-21,2.78408e-22,-7.44176e-21,-9.78293e-05,2.1482999999999997e-22,-5.4171500000000006e-24,1.2664400000000001e-23,-7.07602e-05,788205388380260.9,-1027342.4198927683,8.386491780762761e-05,-1027342.4198927683,788205388380260.9,3.650129459244015e-05,8.386491780762761e-05,3.650129459244015e-05,20147948744117.973
8092,-0.0338045,100.0,-0.110738,2.9031229979117056e+19,-37839002091.65472,55.01360589392677,-37839002091.65472,2.9031229979117056e+19,66.74677901875293,55.01360589392677,66.74677901875293,5.5987884034183584e+17,2.07725e-05,3.4457199999999998e-22,-9.82079e-21,-3.71542e-21,2.07725e-05,6.0396799999999995e-21,-6.83422e-23,2.63353e-22,-4.31099e-05,78379598415222.81,-102159.58214838245,6.988418049043344e-05,-102159.58214838245,78379598415222.81,3.3652378007389945e-05,6.988418049043344e-05,3.3652378007389945e-05,1905365678447.6526
8093,-0.0338045,200.0,-0.110532,3.051574651316484e+19,-39773955437.122604,40.3175595206484,-39773955437.122604,3.051574651316484e+19,24.993134546002597,40.3175595206484,24.993134546002597,6.804085446216042e+17,5.01691e-06,-1.10555e-21,-7.31564e-21,-2.0343699999999998e-21,5.01691e-06,3.8065999999999994e-21,-1.36703e-22,1.0124999999999999e-22,-1.49754e-05,150347594559171.8,-195961.82899564735,5.797134595934286e-05,-195961.82899564735,150347594559171.8,-0.00024138485236402718,5.797134595934286e-05,-0.00024138485236402718,4213547629289.2603
8094,-0.0338045,300.0,-0.111736,3.0616100241521115e+19,-39904851604.54383,31.408150383995434,-39904851604.54383,3.0616100241521115e+19,0.5154434413896068,31.408150383995434,0.5154434413896068,7.522294750715683e+17,-1.28528e-05,-2.21097e-21,-4.1793799999999995e-21,-2.1389e-21,-1.28528e-05,1.31625e-21,-1.10405e-22,3.22133e-23,-5.32795e-06,227242933099498.66,-296187.22777601733,6.376824956204054e-05,-296187.22777601733,227242933099498.66,-0.00022082414437197428,6.376824956204054e-05,-0.00022082414437197428,8170025452129.305
8095,-0.0338045,400.0,-0.114878,3.0797558261848187e+19,-40141234683.35745,26.413049971540733,-40141234683.35745,3.0797558261848187e+19,-7.766249274507595,26.413049971540733,-7.766249274507595,8.385875798798424e+17,-3.31402e-05,2.17476e-21,-2.00844e-21,2.29483e-21,-3.31402e-05,7.6770799999999995e-22,-6.5057e-23,2.39528e-23,-2.105e-05,340889552246125.0,-444312.92405800184,2.248434266892613e-05,-444312.92405800184,340889552246125.0,-0.00011378880831672706,2.248434266892613e-05,-0.00011378880831672706,12357291184273.598
8096,-0.0338045,500.0,-0.120315,3.164530344026448e+19,-41246152331.88368,22.786019835959284,-41246152331.88368,3.164530344026448e+19,-9.56604591063427,22.786019835959284,-9.56604591063427,9.207570073306374e+17,-5.62173e-05,1.35627e-22,-6.44e-22,1.0143699999999999e-20,-5.62173e-05,5.4228399999999995e-22,-2.96253e-23,2.03491e-23,-4.10969e-05,490714332113067.4,-639592.0397098444,2.049667153367723e-06,-639592.0397098444,490714332113067.4,-2.190064842588819e-05,2.049667153367723e-06,-2.190064842588819e-05,15740957112112.285
8097,-0.0338045,600.0,-0.128001,3.3226580474543247e+19,-43307125320.88847,19.993824923458273,-43307125320.88847,3.3226580474543247e+19,-9.221583662995,19.993824923458273,-9.221583662995,9.894261633964198e+17,-7.89516e-05,-1.89964e-21,8.74517e-23,-5.4321599999999995e-21,-7.89516e-05,3.20223e-22,-9.953320000000001e-24,1.53274e-23,-5.80831e-05,652504561637220.6,-850470.8986084753,2.9790427750160163e-05,-850470.8986084753,652504561637220.6,2.6615810701467727e-05,2.9790427750160163e-05,2.6615810701467727e-05,18298539893947.137
8098,-0.0338045,700.0,-0.137681,3.5377897484983865e+19,-46111383213.52438,17.971350807224432,-46111383213.52438,3.5377897484983865e+19,-8.37029658828378,17.971350807224432,-8.37029658828378,1.0443178561932385e+18,-9.85895e-05,-7.8718e-21,3.96175e-22,-1.41514e-21,-9.85895e-05,1.40147e-22,-1.99949e-24,1.0515200000000001e-23,-7.16315e-05,805114093301261.5,-1049379.1746668592,9.290470979339817e-05,-1049379.1746668592,805114093301261.5,3.360925926988648e-05,9.290470979339817e-05,3.360925926988648e-05,20496543204101.324
8099,-0.033488,100.0,-0.113329,2.811829337614196e+19,-36649386923.0324,61.87667161322791,-36649386923.0324,2.811829337614196e+19,58.00881819550659,61.87667161322791,58.00881819550659,6.253243574609307e+17,1.36508e-05,-1.47062e-21,-7.872e-21,-3.37308e-21,1.36508e-05,8.020499999999999e-21,-1.3703700000000002e-23,3.29642e-22,-5.96758e-05,78369075389998.75,-102145.7225541849,7.922503366127285e-05,-102145.7225541849,78369075389998.75,3.044747517878436e-05,7.922503366127285e-05,3.044747517878436e-05,1756318575810.6833
8100,-0.033488,200.0,-0.113227,3.0196205869165965e+19,-39357654292.892746,45.33858250743554,-39357654292.892746,3.0196205869165965e+19,20.03581436069379,45.33858250743554,20.03581436069379,6.994808861923323e+17,4.07163e-06,-1.5042199999999999e-21,-6.2186199999999996e-21,-1.91588e-21,4.07163e-06,5.863e-21,-1.11652e-22,1.5013099999999999e-22,-1.75069e-05,154897648002394.34,-201892.45201643612,4.7205521177674754e-05,-201892.45201643612,154897648002394.34,-0.0002044071983858345,4.7205521177674754e-05,-0.0002044071983858345,4043998593606.002
8101,-0.033488,300.0,-0.114611,3.071363071920752e+19,-40031897884.68796,34.13156064381236,-40031897884.68796,3.071363071920752e+19,-0.8293093515420438,34.13156064381236,-0.8293093515420438,7.558073036477484e+17,-1.2997e-05,-2.29158e-21,-3.70514e-21,-1.25995e-21,-1.2997e-05,2.05193e-21,-9.465850000000001e-23,5.0578900000000005e-23,-9.8639e-06,234552585742942.8,-305714.41549106815,4.811768780319443e-05,-305714.41549106815,234552585742942.8,-0.00020396728459963845,4.811768780319443e-05,-0.00020396728459963845,8238168456933.885
